,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Bay City High School, TEA:, Bay City, Adrian Carrizales,AAAA,Non-Varsity ,2020,158367, , , , , , , , , , Laredo  (John Higgins), Journey of the Bonfire (20751)  (Owens), Big Sky Round-Up (17480)  (Sheldon),
1, 100-Concert Band, Brazos High School, TEA:, Wallis, Jorge Billy Mere / Allynn Garcia,AA,Varsity ,2020,160264, , , , , , , , , , Mighty Mite (Mesang/O'Loughlin), On the Kerry Shore (21579)  (Wilds), Marching Song (665)  (Holst/Moss),
2, 100-Concert Band, Brazosport High School, TEA:, Freeport," Damon Whitley / Dennis Boucher, Shane Rutherford, Grace Boucher",AAAA,Non-Varsity ,2020,153982, , , , , , , , , , Photo Finish! (Swearingen ), Sketches of Canada (19608) (play all) (Story), Tanchozuru (20595)  (Standridge),
3, 100-Concert Band, Brazosport High School, TEA:, Freeport," Dennis Boucher / Damon Whitley, Shane Rutherford, Grace Boucher",AAAA,Varsity ,2020,155590, , , , , , , , , , Rivanna River March (Steve Hodges), Armenian Rhapsody (20761)  (Vinson), Imaginarium (20603)  (Standridge),
4, 100-Concert Band, Columbia High School, TEA:, West Columbia, Joshua Baskin / Randy Marble,AAAA,Non-Varsity ,2020,159434, , , , , , , , , , Advance Guard (Nowak), Travelin� Music (21583)  (LaPlante), River of Dreams (668)  (Lopez),
5, 100-Concert Band, Columbia High School, TEA:, West Columbia, Randy D. Marble / Joshua Baskin,AAAA,Varsity ,2020,155374, , , , , , , , , , Big Four March (King/Swearingen), Resignation (21584)  (Kiefer), Shine (18206)  (Markowski),
6, 100-Concert Band, East Bernard High School, TEA:, East Bernard, Robert Palermo,AAA,Var-Composite ,2020,155036, , , , , , , , , , Contempo (16202)  (Story), Greenwillow Portrait (171)  (Williams), Them Basses (Huffine/Balent),
7, 100-Concert Band, Edna High School, TEA:, Edna, Jennifer Woods,AAA,Non-Varsity ,2020,159435, , , , , , , , , , Captain Dane March (William Owens), Cumberland Cross (154)  (Strommen), Tanchozuru (20595)  (Standridge),
8, 100-Concert Band, Edna High School, TEA:, Edna," Russell Balusek / Jennifer Woods, Mandy Keen",AAA,Varsity ,2020,159443, , , , , , , , , , Peacemaker March (King/Swearingen), In The Shining Of The Stars (273)  (Sheldon), Viva! (20787)  (Wilds),
9, 100-Concert Band, Fulshear High School, TEA:, Fulshear," Aaron Sanderson / Andrew Lee, David Reynolds",AAAA,Non-Varsity ,2020,159987, , , , , , , , , , American Riversongs (246)  (La Plante), Choreography (17467)  (Sheldon), Torch of Liberty (King/Swearingen),
10, 100-Concert Band, Fulshear High School, TEA:, Fulshear, Andrew Lee,AAAA,Varsity ,2020,159567, , , , , , , , , ," Armenian Dances, Set I (567)  (Reed)", Firefly (17585)  (George), His Honor (Fillmore),
11, 100-Concert Band, Ganado High School, TEA:, Ganado, Dr John Wilkerson/Mr. Andrew Parham,AAA,Varsity ,2020,154842, , , , , , , , , , Darkland March  (Standridge), Colliding Vision (Balmage), River of Dreams (668)  (Lopez),
12, 100-Concert Band, Hitchcock High School, TEA:, Hitchcock, Kelly Brunson / Fred Otto,AAA,Var-Composite ,2020,156456, , , , , , , , , , Marche Diabolique (Balmages), Old Churches (15795)  (Colgrass), Mosaic (15876)  (Paulus),
13, 100-Concert Band, La Marque High School, TEA:, La Marque, Daniel Quintana,AAAA,Non-Varsity ,2020,160168, , , , , , , , , , Balalaika! (James Meredith), Summit Fanfare (William Owens), Expectations (Larry Clark),
14, 100-Concert Band, Louise High School, TEA:, Louise, Kasey Chitmon / Christopher Garcia,AA,Varsity ,2020,156375, , , , , , , , , , Shenandoah (292)  (Ticheli), Fantasy on English Folksongs (17533)  (Milford), March of the Irish Guard (James D. Ployhar),
15, 100-Concert Band, Needville High School, TEA:, Needville, Dean Hurta / na, Acc:na,AAAA,Non-Varsity ,2020,158376, , , , , , , , , , El Alamein (Edmondson), With Uncommon Valor (21568)  (Stalter), Australian Folk Fantasy (169)  (Williams)
16, 100-Concert Band, Needville High School, TEA:, Needville," LANCE FINLEY / Armand Cavazos, Dean Hurta",AAAA,Varsity ,2020,155599, , , , , , , , , , The Klaxon (Fillmore/Balent), In Paths of Truth and Grace (20600)  (Traditional/Standridge), Armenian Rhapsody (20761)  (Vinson),
17, 100-Concert Band, Rice High School, TEA:, Altair," Oscar Cano / Daisy Case, Glen Weideman",AAA,Varsity ,2020,159893, , , , , , , , , , March from First Suite for Military Band (Holst/Story), Songs Of The Whalemen (100)  (Del Borgo), Sparks (17454)  (Balmages),
18, 100-Concert Band, Stafford High School, TEA:, Stafford, Carlos Saldana,AAAA,Non-Varsity ,2020,158359, , , , , , , , , , Allied Honor (Karl L. King/James Swearingen), Accolade (18193)  (Himes), Knights of Dunvegan (135)  (Meyer),
19, 100-Concert Band, Stafford High School, TEA:, Stafford, Michael Wertz,AAAA,Sub Non-Varsity ,2020,158329, , , , , , , , , , March from First Suite for Military Band (Michael Story), Egyptique (19576)  (Owens), Synchronized Energy (21566)  (Fhiaras),
20, 100-Concert Band, Stafford High School, TEA:, Stafford, Rod Rodriguez,AAAA,Varsity ,2020,158236, , , , , , , , , , Torch of Liberty March (King / Swearingen), Blue and Green Music (18199)  (Hazo), Night on Fire (19353)  (Mackey),
21, 100-Concert Band, Van Vleck High School, TEA:, Van Vleck, Rachel Clakley / Melinda Perez,AAA,Varsity ,2020,158274, , , , , , , , , , Coast Guards March (King/Swearingen), Song of Hope (651)  (Swearingen), Cumberland Cross (154)  (Strommen),
22, 100-Concert Band, Wharton High School, TEA:, Wharton, Robert Cappa,AAAA,Varsity ,2020,158783, , , , , , , , , , Spania! (Spanish March) (Shaffer), Blue Ridge Reel (19346)  (Balmages), In The Shining Of The Stars (273)  (Sheldon),
