,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Bear Branch Junior High, TEA:, Magnolia, Kirby Goode / Stacey Lehigh,CCC,Non-Varsity ,2013,81892,2,2,1,2,2,2,2,2, , Norland March (Edmondson), Sea Song Trilogy (McGinty), The Steppes of Russia (Del Borgo),
1, 100-Concert Band, Brabham Middle School, TEA:, Willis, Michelle Strickland / Joseph Dittfurth,CC,Non-Varsity ,2013,82668,3,4,4,4,4,4,4,4, , Diamond Ridge March  (McGinty), Fire Dance  (Akey/ ), Serengeti Dreams  (Smith/ ),
2, 100-Concert Band, Doerre Intermediate, TEA:, Spring, Jennifer Wren / Matthew Fehl,CCC,Non-Varsity ,2013,81479,1,1,1,1,1,1,1,1,D, Norland March (John Edmondson), Contempo  (Story/ ), Fortis  (Gazlay/ ),
3, 100-Concert Band, Dueitt Middle School, TEA:, Spring," James Cook / Jane Maloy, Chris Gonzales",CCC,Non-Varsity ,2013,82677,3,3,2,3,4,3,4,4, , Omega March (Edmondson), Sakura  (Story/ ), Big Sky Round-Up  (Sheldon/ ),
4, 100-Concert Band, Hildebrandt Intermediate, TEA:, Spring, Mary Trum / Tony Yarbrough,CC,Non-Varsity ,2013,81877,1,1,2,1,1,2,1,1,D, Summit Fanfare  (Owens/ ), Gathering In The Glen  (Sweeney/ ), Cascadia Celebration  (Hodges/ ),
5, 100-Concert Band, Irons Junior High, TEA:, Conroe, Joshua Gibson,CCC,Non-Varsity ,2013,82527,1,1,1,1,1,1,1,1,D, Mighty Mite (Mesang/O'Loughlin), Summer Resounding  (Balmages ), Foundry  (Mackey),
6, 100-Concert Band, Irons Junior High, TEA:, Conroe, Joshua Gibson,CCC,Sub Non-Varsity B,2013,82525,1,1,1,1,2,1,2,2,2, Copper Creek March (John Edmondson), The Band in the Square on the Fourth of July  (Pierre La Plante), Nottingham Castle  (Larry Daehn),
7, 100-Concert Band, Irons Junior High, TEA:, Conroe, Lynna Russell,CCC,Sub Non-Varsity A,2013,82529,1,1,1,1,1,1,1,1,D, Lexington March (John Edmondson), Colliding Visions  (Brian Balmages), Voodoo Dance (Elliot Del Borgo),
8, 100-Concert Band, Kleb Intermediate, TEA:, Klein, Suzanne Ray,CCC,Non-Varsity ,2013,82507,1,1,1,1,2,1,1,1,D, Matrix March (Huckeby), Two Minute Symphony  (Margolis/ ), Courtlandt County Festival  (Owens/ ),
9, 100-Concert Band, Klein Intermediate, TEA:, Houston, Chase DeBord,CCC,Non-Varsity ,2013,81399,2,2,2,2,4,3,3,3, ," Spirit of New Orleans (March) (Murtha, Paul)", Folk Trilogy  (Bartok/McGinty), Nottingham Castle  (Daehn/ ),
