,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Cesar Chavez Middle School, TEA:, Waco," Zachary Cain / Arthur Torres, David Gerada",CC,Varsity ,2020,156839, , , , , , , , , , Conquista Spanish March (David Shaffer), The Tears of Arizona (20591)  (Balmages), Danza de Espana (19602)  (Chambers),
1, 100-Concert Band, Cesar Chavez Middle School, TEA:, Waco," Zachary Cain / Arthur Torres, David Gerada",CC,Non-Varsity ,2020,156844, , , , , , , , , , Wedgwood March (William Owens), Qin Shis Stone Army (19600)  (Arcari), Sakura (62)  (Traditional/Story),
2, 100-Concert Band, China Spring Middle School, TEA:, China Spring, Ian Mitchell / Michael Loudermilk,CC,Non-Varsity ,2020,156045, , , , , , , , , , March Of The Minutemen (John Edmondson), Dance Celebration (Robert Smith), Plaza de Toros (Michael Story),
3, 100-Concert Band, China Spring Middle School, TEA:, China Spring, Michael Loudermilk,CC,Varsity ,2020,157685, , , , , , , , , , Grand Gallop Circus March (Johnnie Vinson ), La Madre De Los Gatos (Beck ), Fortis (17484) (Gazlay),
4, 100-Concert Band, Clifton Middle School, TEA:, Clifton," Laura Neal / Matt Nelson, Grant Shane", Acc:None,C,Varsity ,2020,157323, , , , , , , , , , On-Line March (O�Reilly), Ave Verum Corpus (Mozart/Williams), Westridge Overture (Barnes)
5, 100-Concert Band, Clifton Middle School, TEA:, Clifton, Grant Shane / Matt Nelson and Laura Neal, Acc:N/A,C,Non-Varsity ,2020,157212, , , , , , , , , , Forward March (Paul Murtha), In The Bleak Midwinter (34)  (Holst/Bullock), Distant Horizons (66)  (Sweeney)
6, 100-Concert Band, Connally Middle School, TEA:, Elm Mott," Clinton Ladd / Sarah English, Austin Clark",CC,Varsity ,2020,156233, , , , , , , , , , Mythos (17491)  (Bernotas), Danza de Espana (19602)  (Chambers), Laredo (Higgins),
7, 100-Concert Band, Gatesville Junior High, TEA:, Gatesville," Jose Sanchez / Amy Bowden, Michael Oreka, Victor Garza",CC,Non-Varsity ,2020,152577, , , , , , , , , , March of the Hyperion Guards (Sheldon), Exhortation (18190)  (Gazlay), Summit Fanfare (17493)  (Owens),
8, 100-Concert Band, Gatesville Junior High, TEA:, Gatesville," Amy DeLaVergne / Jose Sanchez, Victor Garza, Michael Oreka",CC,Varsity ,2020,152919, , , , , , , , , , Fort Canterbury March (Holsinger)," Moscow, 1941 (15892)  (Balmages)", New Horizons (18469)  (Corrigan),
9, 100-Concert Band, Hillsboro Junior High School, TEA:, Hillsboro," Cherri Myers / Rick Kleine, Ramon Carrillo",CC,Varsity ,2020,158671, , , , , , , , , , Crystal March (Bob Lowden), Dancing Kites (Chris M. Bernotas), Black Forest Overture (Michael Sweeney),
