,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Bedichek Middle School, TEA: 227901054, Austin, Jakov Barrientos,CC,Non-Varsity ,2022,168312,1,1,1,1,1,1,1,1,D, Recognition March (Larry Clark), Plaza de Toros (20709) (Story/), Fortis (17484) (Gazlay/),
1, 100-Concert Band, Burnet Middle School, TEA: 227901056, Austin," Javier Ayala / Mark Vigil, Jeremiah Armstrong",CC,Non-Varsity ,2022,170807,3,3,3,3,2,2,2,2, , March of the Hyperion Guards (Robert Sheldon), Uskudar (16230) (Anon. or Trad./Smith/Story), Plaza de Toros (20709)  (Story),
2, 100-Concert Band, Burnet Middle School, TEA: 227901056, Austin," Mark Vigil / Javier Ayala, Jeremiah Armstrong",CC,Sub Non-Varsity ,2022,170821,2,2,2,2,3,2,3,3, , Synergy March (William Owens), Dorian Chant (20589)  (Calhoun), Dance Celebration (647)  (Smith),
3, 100-Concert Band, Clint Small Middle School, TEA: 227901060, Austin, Alan DeVall,CCC,Non-Varsity ,2022,168499,1,1,1,1,1,1,1,1,D, March of the Chinchillas (R. Kevin Paul), The Tears of Arizona (20591)  (Balmages), Danza de Espana (19602)  (Chambers),
4, 100-Concert Band, Clint Small Middle School, TEA: 227901060, Austin, Bryant Anderson,CCC,Sub Non-Varsity ,2022,168503,1,2,1,1,1,1,1,1,D, The Band in the Square on the Fourth of July (15859) (La Plante), Fortis (17484)  (Gazlay), Plaza de Toros (20709)  (Story),
5, 100-Concert Band, Clint Small Middle School, TEA: 227901060, Austin, Tonia Mathews,CCC,Varsity ,2022,168502,1,1,1,1,1,1,1,1,C, Excelsior! (William Owens), Abracadabra (15823)  (Ticheli), Dolce and Dance (660)  (Fagan),
6, 100-Concert Band, Gorzycki Middle School, TEA: 227901062, Austin, Miguel Perez,CCC,Non-Varsity ,2022,168731,1,1,1,1,1,1,1,1,D, St. Petersburg March (), Phantom Ship (636) (Del Borgo/), Serengeti Dreams (648) (Smith/),
7, 100-Concert Band, Gorzycki Middle School, TEA: 227901062, Austin, Suzanne Glaser,CCC,Varsity ,2022,168437,1,1,1,1,1,1,1,1,C, Fidelity March (King/Glover), Our Kingsland Spring (15850) (Hazo/), Joy Revisited (16216) (Ticheli/),
8, 100-Concert Band, Gus Garcia Middle School, TEA: 227901064, Austin, Melissa Smith / Jacob Wright,C,Non-Varsity ,2022,170428,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Quicksilver March (Fagan), Plaza de Toros (Story), Armory (Standridge),
9, 100-Concert Band, Kealing Middle School, TEA: 227901044, Austin, Michelle DeVall,CCC,Non-Varsity ,2022,167657,1,1,1,1,1,1,1,1,D, Spitfire (Story), Courllandt County Festival (Owens), Night Fury (Chambers),
10, 100-Concert Band, Kealing MS, TEA: 227901044, Austin, David Hinojosa,CCC,Varsity ,2022,167777,1,1,1,1,1,1,1,1,C, St. Petersburg March (Johnnie Vinson), Red Giant (Jorge L. Vargas), Sketches of Canada (Michael Story),
