,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Amarillo High School, TEA:, Amarillo," Bruce Collins / Julie Collins, Scott Myers, Justin Nuckols, Payne Conner, Audrey Jones, Sara Lewis",AAAAAA,Varsity ,2015,105423,1,1,1,1,1,1,1,1,A, La Oreja de Oro (Mariano San Miguel), Colonial Song  (Grainger/ ), Festivo (Gregson/ ),
1, 100-Concert Band, Amarillo High School, TEA:, Amarillo," Scott Myers / Bruce Collins, Julie Collins,",AAAAAA,Non-Varsity ,2015,105425,2,2,2,2,1,1,1,1,2, Coast Guards (King/Swearingen), Concord (Grundman), Cajun Folk Songs (Ticheli),
2, 100-Concert Band, Borger High School, TEA:, Borger, Kevin Kuehler / Will Brewer and Nick Mears,AAAA,Varsity ,2015,102713,2,2,1,2,1,1,1,1,1, West Highlands Sojourn  (Sheldon/ ), Our Kingsland Spring  (Hazo/ ), Freedom City (King),
3, 100-Concert Band, Bushland High School, TEA:, Bushland," Gregg Diamond / Joe Woolsey, Kolby Lamkin and Taryn Albin", Acc:NA,AAAA,Varsity ,2015,105482,1,1,1,1,1,1,1,1,A, Alamo March (King), On a Hymnsong of Philip Bliss  (Holsinger/ ), American Riversongs  (La Plante/ )
4, 100-Concert Band, Canyon HS, TEA:, Canyon," Luis F. Hernandez / Mike Sheffield, Eric Rath, David Lough",AAAAA,Non-Varsity ,2015,105275,2,2,2,2,1,2,2,2, , Zacatecas (Mexican March) (Genaro Codina/Andrew Balent), Redemption  (Galante/ ), Summer Resounding  (Balmages/ ),
5, 100-Concert Band, Canyon HS, TEA:, Canyon," Mike Sheffield / Luis Hernandez, David Lough, Eric Rath",AAAAA,Varsity ,2015,103840,1,1,1,1,1,1,1,1,A, Daughters of Texas (Sousa)," Watchman, Tell Us of the Night  (Camphouse/ )", Polka and Fugue (from Schwanda)  (Weinberger/Bainum),
6, 100-Concert Band, Caprock High School, TEA:, Amarillo, Alisha Caldwell / Sam Labordus,AAAAA,Non-Varsity ,2015,101532,2,2,2,2,2,2,1,2, , Rough Riders (K.L. King/Swearingen), Appalachian Morning  (Sheldon/ )," Moscow, 1941  (Balmages)",
7, 100-Concert Band, Caprock High School, TEA:, Amarillo," Sam Labordus / Alisha Caldwell, Neil Barbaro, Bruce Hurley",AAAAA,Varsity ,2015,101537,1,1,1,1,1,1,1,1,A, Emblem of Unity  (J.J. Richards/James Swearingen), Dusk  (Bryant/ )," Prelude, Siciliano and Rondo  (Arnold/Paynter)",
8, 100-Concert Band, Childress High School, TEA:, Childress, Robert Frick / Jacob Heck,AAA,Varsity ,2015,106070,3,3,3,3,3,3,3,3, , Flight of Eagles  (Del Borgo/ ), Allegretto (from Symphony No. 7)  (Beethoven/Court), Gallant Marines (King/Swearingen),
9, 100-Concert Band, Dalhart High School, TEA:, Dalhart, Jim Paslay / Nicole Paslay,AAAA,Varsity ,2015,105490,2,2,2,2,2,2,2,2, , For The New Day Arisen (Barton), On a Hymnsong of Philip Bliss (Holsinger), Undertow (Mackey),
10, 100-Concert Band, Dumas High School, TEA:, Dumas," Rebecca Carter / Rudy Sanchez, James Carter, Andrew Sedlacek",AAAAA,Non-Varsity ,2015,105737,2,3,3,3,3,2,2,2, , Wings of Justice (Owens), Fanfare for a New Age  (Story/ ), Adrenaline Engines  (Standridge/ ),
11, 100-Concert Band, Dumas High School, TEA:, Dumas," Rudy Sanchez / Rebecca Carter, James Carter, Andrew Sedlacek",AAAAA,Varsity ,2015,105080,1,1,2,1,2,2,2,2,1, Klaxon (Fillmore/Balent), Abracadabra (Ticheli), Longford Legend (Sheldon),
12, 100-Concert Band, Hereford High School, TEA:, Hereford, Christy Henson,AAAAA,Non-Varsity ,2015,103665,2,2,2,2,2,2,1,2, , Spirit of Liberty (William Owens), La Rejouissance  (Handel/Williams), Legend of Knife River  (Bulla/ ),
13, 100-Concert Band, Hereford HS, TEA:, Hereford, Robert Hinds,AAAAA,Varsity ,2015,105508,2,1,1,1,2,2,2,2,1, Florentiner March (Fucik/Lake), Summer Dances  (Balmages/ ), First Suite in Eb for Military Band  (Holst/Matthews/Fennell),
