,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Archer City HS, TEA:, Archer City, Karen Brunker / Glen Weideman,AA,Varsity ,2015,105754,3,3,3,3,1,1,1,1,1, Knights of Dunvegan  (Meyer/ ), Contempo  (Story/ ), Tall Cedars (Osterling),
1, 100-Concert Band, Breckenridge ISD, TEA:, Breckenridge, Dane Richardson / Dustin Moses,AAA,Varsity ,2015,97593,2,2,2,2,2,1,1,1,1, The Trombone King (Karl King), Song of Hope (Swearingen)," Simple Gifts , Four Shaker Songs -  (Ticheli)",
2, 100-Concert Band, Burkburnett High School, TEA:, Burkburnett, Dallas Bayless,AAAA,Varsity ,2015,97119,1,1,2,1,1,1,1,1,A," Second Suite in F for Military Band (play mvt 1, 2 or 4) (Holst/Matthews)", Ye Banks and Braes O' Bonnie Doon  (Grainger/ ), All The Bells And Whistles (Bayless),
3, 100-Concert Band, Electra High School, TEA:, Electra, Jerry Floyd / none, Acc:none,AA,Var-Composite ,2015,105135,2,1,2,2,1,1,1,1,1, Allied Honor March (King/Swearingen), Russian Folk Fantasy (Curnow), Knights of Dunvegan (Meyer)
4, 100-Concert Band, Graham Middle School, TEA:, Graham, Hugh Grubbs / Dax Freeman,CC,Varsity ,2015,99044,1,1,2,1,1,1,1,1,C, Monterey March (Pierre La Plante), Courtlandt County Festival  (Owens/ ), Australian Folk Fantasy  (Williams/ ),
5, 100-Concert Band, Henrietta High School, TEA:, Henrietta, Kenneth Gilbreath / Kevin Gilpatrick,AAA,Var-Composite ,2015,96644,1,1,1,1,1,1,1,1,A, Peacemaker March (King/Swearingen), Adagio for Winds  (Del Borgo), Foundry  (Mackey),
6, 100-Concert Band, Holliday HS, TEA:, Holliday," Melanie Hadderton / Byron Alsup, Penny Seigler",AAA,Varsity ,2015,99930,1,1,1,1,1,1,1,1,A, Rough Riders (Karl L. King), Joy (Ticheli), Benediction  (Stevens/ ),
7, 100-Concert Band, Munday MS, TEA:, Munday, Matthew Fisher / Trey Singleton,C,Non-Varsity ,2015,105252,2,2,2,2,2,2,2,2, , Forward March! (Murtha), Sakura  (Story ), Voodoo Dance  (Del Borgo ),
8, 100-Concert Band, Olney High School, TEA:, Olney, Rodney D. Bennett / Marilyn K. Bennett,AA,Var-Composite ,2015,103127,2,1,1,1,1,1,1,1,A, Ojo de Aguila (Maxwell), Ave Maria  (Schubert/Ticheli), Blue Ridge Saga  (Swearingen/ ),
9, 100-Concert Band, Paducah High School, TEA:, Paducah, Lee Brossette,A,Var-Composite ,2015,96727,DQ,DQ,DQ,DQ,4,4,4,4, , Mythos  (Bernotas/ ), Maesong  (Owens/ ), Alpha Squadron (Hillis/),
10, 100-Concert Band, Petrolia High School, TEA:, Petrolia, David Belcher / Tom Hauptman,AA,Var-Composite ,2015,103246,1,1,1,1,2,2,2,2,1, Cold Brook March (John O'reilly), Ghost Ship  (Story/ ), Big Sky Round-Up  (Sheldon/ ),
11, 100-Concert Band, Quanah High School, TEA:, Quanah, Ray Ridens,AA,Var-Composite ,2015,100703,3,3,1,3,2,3,3,3, , Serengeti Dreams (Smith), Sea Song Trilogy (McGinty), Coral Ridge (Cook),
12, 100-Concert Band, Rider High School, TEA:, Wichita Falls," Lindsay Harris / Loy Studer, Geoff Martin",AAAAA,Sub Non-Varsity A,2015,103702,1,1,1,1,2,2,1,2,2, A Sailor's Odyssey  (Bobrowitz/ ), Broken Bow  (Strommen/ ), March Zuma (O'Reilly),
13, 100-Concert Band, Rider High School, TEA:, Wichita Falls," Loy Studer / Michael Walta, Geoff Martin, Lindsay Harris",AAAAA,Varsity ,2015,103011,1,1,1,1,2,1,1,1,A, Commando March (Samuel Barber), Chester Overture for Band  (Schuman/ ), The Red Machine  (Graham/ ),
14, 100-Concert Band, Rider High School, TEA:, Wichita Falls, Michael Walta,AAAAA,Non-Varsity ,2015,103008,2,2,1,2,1,2,1,1,2, Radio Waves (Jewel/Rhea), Cajun Folk Songs  (Ticheli/ ), Steel  (Standridge/ ),
15, 100-Concert Band, Seymour Middle School, TEA:, Seymour, Dacy Briggs / Scooter Miller,C,Varsity ,2015,100268,3,3,2,3,2,1,1,1,2, Activity March (Bennett/Clark), Courtlandt County Festival  (Owens/ ), Atlantis  (McGinty/ ),
16, 100-Concert Band, Vernon High School, TEA:, Vernon, Dianne Koch / Aaron Burr,AAAA,Varsity ,2015,97418,1,1,1,1,1,1,2,1,B, Colliding Visions  (Balmages/ ), In The Shining Of The Stars  (Sheldon/ ), The Big Circus March (Robert E. Foster),
17, 100-Concert Band, Vernon Middle School, TEA:, Vernon, Aaron Burr / Dianne Koch,CC,Varsity ,2015,102497,2,3,2,2,2,3,3,3, , Lexington March (John Edmondson), Colliding Visions  (Balmages/ ), Sakura  (Story/ ),
18, 100-Concert Band, Wichita Falls High School, TEA:, Wichita Falls, Justin Lewis / Terry Seigler,AAAAA,Varsity ,2015,102226,1,1,1,1,2,2,2,2,1, El Relicario (Padilla/arr. by Mike Story), Salvation is Created  (Tschesnokoff/Houseknecht), Procession of The Sardar  (Ippolikov-Ivanov/Custer),
19, 100-Concert Band, Windthorst High School, TEA:, Windthorst, Chris Wright,AA,Varsity ,2015,103312,2,2,1,2,1,1,1,1,1, Colonel Bogey March (Osterling), While I Watch the Yellow Wheat (Daehn), Corps of Discovery (Owens),
