,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Carrizo Springs JH, TEA:, Carrizo Springs," Lura Stevens / Adolfo Guzman, Sigifredo Sanchez, Leopoldo Garza",CC,Non-Varsity A,2016,114698,2,1,2,2,2,4,2,2, , Integrity March (Owens), Enchanted Island  (Rouse/ ), Sea Song Trilogy  (McGinty/ ),
1, 100-Concert Band, Carrizo Springs Jr High, TEA:, Carrizo Springs," Adolfo Guzman / Leo Garza, Sigifredo Sanchez, Lura Stevens",CC,Varsity ,2016,114655,2,1,1,1,1,1,1,1,C, Norland March  (John Edmondson), The Harmonious Blacksmith  (Handel/Osterling), Contempo  (Story/ ),
2, 100-Concert Band, Del Rio Middle School, TEA:, Del Rio, Jesse Brijalba,CCC,Varsity ,2016,113355,1,1,1,1,1,1,1,1,C, Aces Of The Air (King/Swearingen), Heaven's Light (Reineke), Shine (Markowski),
3, 100-Concert Band, Del Rio Middle School, TEA:, Del Rio, Raul Cisneros,CCC,Non-Varsity ,2016,114081,1,1,2,1,1,2,2,2,2, Loyalty  (Clark), Japanese Pictures  (Mixon), Blue Ridge Reel  (Balmages),
4, 100-Concert Band, Devine Middle School, TEA:, Devine, Trevor K Ousey,CC,Non-Varsity ,2016,115207,2,1,2,2,1,2,2,2, , Admiration March (Clark/), First Light  (Ticheli/ ), Two Minute Symphony  (Margolis/ ),
5, 100-Concert Band, Devine Middle School, TEA:, Devine," Thomas Settles / Jeff Miller, Trevor Ousey", Acc:N/A,CC,Varsity ,2016,114876,1,1,1,1,3,2,2,2,2, Newcastle March (Johnnie Vinson), Colliding Visions  (Balmages/ ), Knights of Dunvegan  (Meyer/ )
6, 100-Concert Band, Eagle Pass Jr. High, TEA:, Eagle Pass, Arnaldo Menchaca Jr. / Maribel M. Lozano,CCC,Varsity ,2016,111741,1,1,1,1,1,1,1,1,C, Lexington March (Edmondson), A Childhood Hymn  (Holsinger/ ), Kenya Contrasts  (Himes/ ),
7, 100-Concert Band, Lytle Junior High, TEA:, Lytle," MJ Robles / Mark Fender, Marco Reyes",CC,Varsity ,2016,110681,1,1,1,1,2,2,2,2,2, Spitfire Concert March (Michael Story), Alpine Meadow  (Hodges/ ), Japanese Pictures  (Mixon/ ),
8, 100-Concert Band, Memorial Jr. High, TEA:, Eagle Pass, John A Munoz,CCC,Non-Varsity A,2016,113426,1,1,1,1,1,1,1,1,D, Union March (Mekel Rogers), First Light  (Ticheli/ ), Atlantis  (McGinty/ ),
9, 100-Concert Band, Memorial Jr. High, TEA:, Eagle Pass, Jorge L. Vargas,CCC,Varsity ,2016,113427,1,1,1,1,1,1,1,1,C, Valley Forge March (Edmonson), In a French Garden  (Meyer/ ), Adrenaline Engines  (Standridge/ ),
10, 100-Concert Band, Morales Jr. High School, TEA:, Uvalde, Veronica Ramirez / Jason S. Jung,CCC,Varsity ,2016,110298,1,1,1,1,2,2,2,2,2, Spitfire (Michael Story), As Twilight Falls (Robert Sheldon), Kenya Contrasts (William Hines),
11, 100-Concert Band, newman middle school, TEA:, Cotulla," Marleni Garcia / Jaime Martinez, Francisco Ramirez",C,Varsity ,2016,111477,1,1,1,1,2,1,1,1,C, Infinity March (James Curnow), Song for the Winter Moon  (Cummings/ ), Colliding Visions  (Balmages/ ),
12, 100-Concert Band, Pearsall High School, TEA:, Pearsall," Armando Perez Jr / Humberto Sanchez, Bernabe Alejandro, Maribel Moreno",CC,Sub Non-Varsity ,2016,115249,2,2,2,2,2,2,2,2, , Serengeti Dreams  (Smith/ ), Mythos  (Bernotas/ ), March Of The Aliens (Barrie Gott),
13, 100-Concert Band, Pearsall Junior High, TEA:, Pearsall," Bernie Alejandro / Bert Sanchez, Maribel Moreno, Armando Perez",CC,Non-Varsity ,2016,113153,1,1,1,1,1,1,1,1,D, Balalaika!  (James Meredith), Ayrshire Portrait (Michael Story), Blue Mountain Saga (Stephen Bulla),
14, 100-Concert Band, Pearsall Junior High, TEA:, PEARSALL," Maribel Moreno / Bert Sanchez, Bernie Alejandro, Armando Perez,& Jorge Sanchez",CC,Varsity ,2016,112852,1,1,1,1,1,1,1,1,C, Grand Galop (Circus March)  (Johnnie Vinson), Down by the Salley Gardens  (Anon. or Trad./Sweeny), Summer Resounding  (Balmages/ ),
15, 100-Concert Band, Sterling H. Fly Junior High, TEA:, Crystal City," Jose Luis Honstein / Harvey Davidson, Daniel Reyes, Felicia Swindell",CC,Varsity ,2016,111140,1,1,1,1,1,1,1,1,C, Swashbuckler's March (Williams), Heaven's Light (Renieke), Songs of the Whalemen (Del Borgo),
16, 100-Concert Band, Uvalde MS, TEA:, Uvalde, Loren Taylor,CCC,Non-Varsity ,2016,111237,1,2,1,1,2,1,1,1,D, First Light  (Ticheli/ ), Ming Court  (Pitter/ ), Union March (Mekel Rogers/),
