,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Belton High School, TEA:, Belton," Bill Redd / Ed Stein, John Pearson, Daniel Reberger",AAAAAA,Sub Non-Varsity A,2019,148797,1,1,1,1,1,1,1,1,C," Hosts of Freedom March (King, arr. Paynter)", Shine  (Markowski), Steel  (Standridge),
1, 100-Concert Band, Belton High School, TEA:, Belton," Ed Stein / John Pearson, Bill Redd, Dan Reberger",AAAAAA,Varsity ,2019,148842,1,1,1,1,1,1,1,1,A, Country Band March (Ives/Sinclair), Acadiana (Ticheli), Asphalt Cocktail (Mackey),
2, 100-Concert Band, Belton High School, TEA:, Belton, John Pearson,AAAAAA,Sub Non-Varsity B,2019,148806,2,1,1,1,1,2,1,1,C, Infinity Concert March (James Curnow), Four Short Festive Dances (play all) (Eveland), La Rejouissance  (Handel/Williams),
3, 100-Concert Band, Belton High School, TEA:, Belton, John Pearson,AAAAAA,Non-Varsity ,2019,148801,1,1,1,1,1,1,1,1,C, Coast Guards March (Karl King/Swearingen), Undertow  (Mackey), Shadow Rituals  (Markowski),
4, 100-Concert Band, Copperas Cove High School, TEA:, Copperas Cove, Nancy Norris,AAAAAA,Non-Varsity ,2019,149252,1,1,2,1,1,1,1,1,C, Call to Victory (King/ arr. Swearingen), Swirling Prisms  (Balmages), In the Center Ring  (Sheldon),
5, 100-Concert Band, Copperas Cove High School, TEA:, Copperas Cove, Tony Chapa,AAAAAA,Varsity ,2019,149244,1,1,1,1,1,1,1,1,A, Sol Y Sombra (Gates), The Red Machine (Graham), Rocky Point Holiday (Nelson),
6, 100-Concert Band, Copperas Cove High School, TEA:, Killeen, Frank Jacobo,AAAAAA,Sub Non-Varsity ,2019,149296,1,1,1,1,1,1,1,1,C, Darklands March (Standridge), Sunchaser (Chambers), Fantasy on an Early American Marching Tune (Sheldon),
7, 100-Concert Band, Corsicana High School, TEA:, Corsicana," Bre Osbourn / Jeff Osbourn, Ricky Hinton, Mike Belew",AAAAA,Varsity ,2019,146650,1,1,1,1,1,1,2,1,B, Imaginarium  (Standridge), Marche Diabolique (Balmages), The Rusty Bucket  (Chambers),
8, 100-Concert Band, Ellison High School, TEA:, Killeen," Jacob Rollins / Jeff Smith, Tim Young",AAAAAA,Sub Non-Varsity ,2019,146494,1,2,3,2,2,2,2,2, , Palm Harbor March (Davis), Into the Arctic  (Balmages), Songs of Old Kentucky  (Karrick),
9, 100-Concert Band, Ellison High School, TEA:, Killeen," Jeff Smith / Tim Young, Jacob Rollins",AAAAAA,Varsity ,2019,141602,1,1,1,1,1,1,1,1,A, Fifty Kingdoms March (Ken C. Wood), Of Ancient Dances  (Bulla), The Rusty Bucket  (Chambers),
10, 100-Concert Band, Ellison High School, TEA:, Killeen, Tim Young / Jacob Rollins and Jeff Smith,AAAAAA,Non-Varsity ,2019,143473,1,1,1,1,1,1,1,1,C, The American Way March (King/arr. Swearingen), Cajun Folk Songs II  (Ticheli), A Walk in the Morning Sun  (La Plante),
11, 100-Concert Band, Harker Heights High School, TEA:, Harker Heights," Brandon Blankenstein / David Norris, Lisa Orner",AAAAAA,Sub Non-Varsity ,2019,149357,2,1,2,2,1,1,1,1,2, Big Four (King/Swearingen), Barbarossa  (Himes), Symphonie for Band  (Jadin/Schaefer),
12, 100-Concert Band, Harker Heights High School, TEA:, Harker Heights," David Norris / Lisa Orner, Brandon Blankenstein",AAAAAA,Varsity ,2019,149337,1,1,1,1,1,1,1,1,A, Of Ancient Dances  (Bulla), March-Bou-Shu (Satoshi Yagisawa), Lament and Proclamation  (Tucker),
13, 100-Concert Band, Harker Heights High School, TEA:, Harker Heights," Lisa Orner / David Norris, Brandon Blankenstein",AAAAAA,Non-Varsity ,2019,149329,1,1,1,1,1,1,1,1,C, Children of the Regiment (Julius Fucik/Bourgeois), Voices of the Sky  (Hazo), Imaginarium  (Standridge),
