,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Economedes HS, TEA:, Edinburg, Rebecca Gartman,AAAAAA,Non-Varsity A,2016,111510,2,2,2,2,2,1,1,1,2, Valley Forge March (King/Swearingen), Hypnotic Fireflies  (Balmages/ ), Ghost Fleet  (Sheldon/ ),
1, 100-Concert Band, Economedes HS, TEA:, Edinburg, Tomas Pena Jr,AAAAAA,Varsity ,2016,111576,2,2,2,2,2,1,1,1,1, Emblem of Unity (Richards/Swearingen)," Prelude, Siciliano and Rondo  (Arnold/Paynter)"," Armenian Dances, Set I  (Reed/ )",
2, 100-Concert Band, ED: Edinburg HS, TEA:, Edinburg, Jason Rogers,AAAAAA,Varsity ,2016,108832,1,1,1,1,1,1,1,1,A, Honey Boys on Parade (Cupero/Bourgeois), Sheltering Sky  (Mackey ), Instinctive Travels  (Markowski),
3, 100-Concert Band, ED: Edinburg HS, TEA:, Edinburg, Moises Tobias,AAAAAA,Non-Varsity ,2016,111304,2,2,2,2,1,2,1,1,2, Advance March (Bennet/Clark), The Old Red Mill  (Karrick), Joy  (Ticheli),
4, 100-Concert Band, ED: North HS, TEA:, Edinburg, Carol Maciel,AAAAA,Sub Non-Varsity A,2016,111525,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Bandology (Eric Osterling), Mosswood Lullaby (Brian Beck)," Simple Gifts Mvmts 1, 2, 3 (Frank Ticheli)",
5, 100-Concert Band, ED: North HS, TEA:, Edinburg, Chad Dempsey,AAAAAA,Varsity ,2016,111258,1,1,1,1,1,1,1,1,A, King Cotton March (John Phillip Sousa), First Suite in Eb for Military Band  (Holst/Matthews/Fennell), Saturn Returns  (Markowski/ ),
6, 100-Concert Band, ED: North HS, TEA:, Edinburg, Ismael Ledezma,AAAAAA,Non-Varsity A,2016,111263,2,1,1,1,1,1,1,1,C, Akatonbo  (Spaniola/ ), Big Four March (King/Swearingen), Joy Revisited  (Ticheli/ ),
7, 100-Concert Band, Hidalgo Early College HS, TEA:, Hidalgo, Jorge Lozano,AAAA,Non-Varsity ,2016,113978,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , March for a Festive Occasion (Osterling), Pevensey Castle  (Sheldon/ ), The Steppes of Russia  (Del Borgo/ ),
8, 100-Concert Band, Hidalgo Early College HS, TEA:, Hidalgo, Jorge Lozano,AAAA,Varsity ,2016,113977,1,1,1,1,1,1,1,1,A, Choreography  (Sheldon/ ), Glaciers  (Director/ ), Gallop from The First Suite for Band (Reed),
9, 100-Concert Band, La Joya High School, TEA:, La Joya, Javier Adame,AAAAAA,Non-Varsity ,2016,114520,1,1,1,1,1,1,1,1,C, New Forest March (Johnnie Vinson), Blue and Green Music  (Hazo/ ), Steel  (Standridge/ ),
10, 100-Concert Band, La Joya High School, TEA:, La Joya, Marco A. Gandaria,AAAAAA,Varsity ,2016,112277,2,2,2,2,1,2,2,2, , Vaughan Williams Suite: Flourish for Wind Band; Rhosymedre; Sea Songs (play all three pieces as a suite) (pub separately) (Vaughan Williams), Symphonic Dance No. 3 (Fiesta)  (Williams), British Eighth (Elliot/Hilliard),
11, 100-Concert Band, LJ-Juarez-Lincoln HS, TEA:, Mission, Zynahia Montemayor-Banda,AAAAAA,Varsity ,2016,110521,1,1,2,1,1,1,1,1,A, Symphonic Dance No. 3 (Fiesta)  (Williams/ ), Suite of Old American Dances (play at least four mvts) (Bennett/ ), The Fairest of the Fair (John Philip Sousa),
12, 100-Concert Band, LJ: Juarez-Lincoln HS, TEA:, Mission, Jesus Perez,AAAAAA,Non-Varsity ,2016,110617,1,1,2,1,1,1,1,1,C, El Gato Salvaje (Paso Doble) (Robert E. Foster), A Walk in the Morning Sun  (La Plante/ ), Voices of the Sky  (Hazo/ ),
13, 100-Concert Band, LJ: Palmview HS, TEA:, Mission, Christopher Jones,AAAAAA,Non-Varsity ,2016,107011,2,2,2,2,1,1,1,1,2, Fantasy on a Theme by Samual Barber  (Barber/Saucedo), La Madre de los Gatos  (Beck/ )," Moscow, 1941  (Balmages/ )",
14, 100-Concert Band, LJ: Palmview HS, TEA:, Mission, Jacob Banda,AAAAAA,Varsity ,2016,106967,1,1,1,1,1,1,1,1,A, Noisy Wheels of Joy  (Whitacre/ ), Puszta  (Van der Roost/ ), The Children of the Regiment March (Fucik),
15, 100-Concert Band, Mc: Memorial HS, TEA:, McAllen," Angel L. Martinez, Jr.",AAAAAA,Varsity ,2016,111558,1,1,1,1,1,1,1,1,A, The Melody Shop (K.L. King), Ride  (Hazo/ ), The Hounds of Spring  (Reed/ ),
16, 100-Concert Band, Mc: Memorial HS, TEA:, McAllen, Deborah Luna,AAAAA,Sub Non-Varsity ,2016,111556,3,2,2,2,2,2,2,2, , Wings of Justice (William Owens)," Moscow, 1941  (Balmages/ )", La Madre de los Gatos  (Beck/ ),
17, 100-Concert Band, Mc: Memorial HS, TEA:, McAllen," Lucio Diaz, Jr.",AAAAAA,Non-Varsity ,2016,111613,1,1,2,1,1,2,1,1,C, Undertow  (Mackey/ ), Blue and Green Music  (Hazo/ ), Proud Spirit (Swearingen),
18, 100-Concert Band, Mc: Rowe HS, TEA:, Mcallen, Marysol Robledo,AAAAA,Sub Non-Varsity ,2016,114273,2,2,2,2,1,1,1,1,2, Winchester March (John Edmondson), Colors of a New Day (Aaron Meacham), Crest of Nobility (Robert Sheldon),
19, 100-Concert Band, Mc: Rowe HS, TEA:, McAllen, Roberto R. Garza,AAAAAA,Varsity ,2016,114241,2,1,1,1,1,1,1,1,B, The Klaxon March (Henry Fillmore), Balkanya (Jan Van der Roost), Chorale and Shaker Dance (John Zdechlik),
20, 100-Concert Band, McAllen High School, TEA:, McAllen, Angela Keebaugh,AAAAAA,Sub Non-Varsity ,2016,114055,3,3,3,3,2,3,2,2, , All The King's Men (Jerry Williams), Appalachian Morning  (Sheldon/ ), Alligator Alley  (Daugherty/ ),
21, 100-Concert Band, McAllen High School, TEA:, McAllen, Jason Dunn,AAAAAA,Varsity ,2016,114021,1,1,1,1,1,1,1,1,A, The Trombone King (Karl King), Allerseelen  (Richard Strauss / arr. Albert O. Davis), Equus  (Eric Whitacre),
22, 100-Concert Band, McAllen High School, TEA:, McAllen, Roberto Salazar,AAAAAA,Non-Varsity ,2016,110290,2,2,3,2,1,1,1,1,2, Choreography  (Robert Sheldon), Blue and Green Music  (Samuel R. Hazo), The American Festival March (Jerry Nowak),
