,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Crosbyton High School, TEA:, Lubbock, Robert Rumbelow / Jaclyn Paul,A,Var-Composite ,2016,108387,1,2,1,1,1,1,1,1,A, Egyptique  (Owens/ ), Canticle  (Wagner/ ), Arch of Triumph (French March) (Vinson/),
1, 100-Concert Band, Denver City High School, TEA:, Denver City," Jerry Rodriquez / Austin Snow, Jennifer Beck",AAA,Varsity ,2016,110825,1,1,2,1,1,1,1,1,A, Pepita Greus (Chovi/Weger), Foundry  (Mackey/ ), Fantasy on a Japanese Folk Song  (Hazo/ ),
2, 100-Concert Band, Estacado High School, TEA:, Lubbock, Sean Hill,AAAA,Varsity ,2016,107964,2,2,1,2,1,1,2,1,1, The Liberty Bell (Sousa/ Brion), A Longford Legend (Sheldon/ ), La Madre de los Gatos  (Beck/ ),
3, 100-Concert Band, New Deal High School, TEA:, New Deal, James Nance / Kay Nance,AA,Var-Composite ,2016,109457,1,1,1,1,1,1,1,1,A, Brighton Beach (William P Latham), Heaven's Light (Steven Reineke), A Longford Legend (Robert Sheldon),
4, 100-Concert Band, O'Donnell High School, TEA:, ODonnell, Hailey Schoeffel,A,Var-Composite ,2016,111419,3,1,2,2,2,2,2,2, , Crusade (Gassi), Serengeti Dreams (Smith), Winchester March (Edmondson),
5, 100-Concert Band, Post High School, TEA:, post, Aaron Rathbun / bernie tackitt, Acc:no,AAA,Varsity ,2016,106688,2,2,2,2,2,2,1,2, , Spirit of Liberty  (Owens), As Twilight Falls (Sheldon/ ), Adrenaline Engines (Standridge/ )
6, 100-Concert Band, Seagraves High School, TEA:, Seagraves, Darryl Schwierjohn / George Rangel,AA,Varsity ,2016,107653,1,1,2,1,2,2,1,2,1, Infinity (James Curnow), Sakura  (Michael Story), Uskudar  (Anon. or Trad/Robert W. Smith/arr. Michael Story),
7, 100-Concert Band, Snyder High School, TEA:, Snyder, Jeremiah McCurdy / Paul Higgins,AAAA,Var-Composite ,2016,107885,2,1,1,1,1,1,1,1,A, Rough Riders March (King/Swearingen), As Summer Was Just Beginning  (Daehn/ ), Blue Ridge Rhapsody  (Kinyon/ ),
8, 100-Concert Band, Sundown HS, TEA:, Sundown, Mike Glaze / Georgann Weisgerber and Mack Bibb,AA,Varsity ,2016,109211,1,1,1,1,1,1,1,1,A, Courage (Bennett/Contorno), Dona Nobis Pacem  (Sudduth), Declaration Overture  (Smith),
9, 100-Concert Band, Whiteface High School, TEA:, Whiteface, Dan McCasland / Nora Brazil,A,Var-Composite ,2016,106839,1,1,1,1,1,1,1,1,A, Spirit of the Fleet (William Owens), Serengeti Dreams  (Smith/ )," Moscow, 1941  (Balmages/ )",
