,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, A. Maceo Smith High School, TEA:, Dallas, Mario J. Scroggins,AAAA,Varsity ,2010,50970,4,4,4,4,5,4,4,4, , Invercargill  (Andrew Glover), Black is the Color of My True Love's Hair  (Curnow), Vaughan Williams Set: Flourish for Wind Band; I Vow to Thee My Country (Vaughan Williams),
1, 100-Concert Band, Adamson High School, TEA:, Dallas, Gregory B Taylor Jr / Don Jackson,AAAA,Varsity ,2010,59145,2,2,2,2,4,3,3,3, , March Chromatica (Mark Williams), With Quiet Courage (Larry Daehan), Variations on a Korean Folk Song  (John Barnes Chance),
2, 100-Concert Band, Bryan Adams High School, TEA:, Dallas, Dolores Perkins,AAAA,Varsity ,2010,52219,3,3,3,3,2,2,3,2, , Valley Forge March (), October (Whitacre), Procession of The Sardar  (Ippolikov-Ivanov/Custer),
3, 100-Concert Band, Conrad High School, TEA:, Dallas, Randall Capshaw,AAAA,Non-Varsity ,2010,56839,3,2,3,3,2,2,2,2, , Hosts Of Freedom (King/Paynter), America Verses  (Broege)," Prelude, Siciliano and Rondo (play Rondo) (Arnold/Paynter)",
4, 100-Concert Band, David W. Carter HS, TEA:, Dallas, Christopher Young,AAAA,Varsity ,2010,58390,3,3,3,3,3,3,3,3, , Prelude Op. 34  (Shostakovich/Reynolds), Overture for Winds  (Carter), March Grandioso (Seitz/Glover),
5, 100-Concert Band, Ennis High School, TEA:, Ennis, Gary Goodwin,AAAA,Varsity ,2010,59138,1,1,1,1,1,1,1,1,A, March: Spine of the Devil (Bullock), Festivo  (Gregson)," English Dances, Set 1, (Mvts. 1,2,&4) (Arnold/Johnstone)",
6, 100-Concert Band, Ennis High School, TEA:, Ennis, Stephen Shoop,AAAA,Non-Varsity ,2010,59158,1,1,1,1,1,1,1,1,C, Circus Days (King/Schissel), Amazing Grace  (Ticheli)," Prelude, Siciliano and Rondo (Rondo) (Arnold/Paynter)",
7, 100-Concert Band, F.D.Roosevelt High School, TEA:, `Dallas, William Robertson / Lee Mitchell,AAA,Non-Varsity ,2010,59252,4,4,3,4,4,3,3,3, , Angel Band (play one mvt) (Hartley), Bach Chorale and March (Bach/Wilson), Activity March (Bennett/Clark),
8, 100-Concert Band, Ferris High School, TEA:, Ferris, Jennifer Kofahl / Mark Hendrick,AAA,Varsity ,2010,58734,1,1,1,1,1,1,1,1,B, Norland March (John Edmondson), The Fire of Eternal Glory  (Shostakovich/Rhea), Legend of Knife River  (Bulla),
9, 100-Concert Band, Highland Park High School, TEA:, Dallas, Tim Gunter,AAAA,Varsity ,2010,58762,1,1,1,1,1,1,1,1,A, Overture to Candide  (Bernstein/Grundman/Beeler), Irish Tune (from County Derry and Shepherd's Hey)  (Grainger), With Heart and Voice  (Gillingham),
10, 100-Concert Band, Highland Park High School, TEA:, Dallas, Tim Gunter / Andy Anker and Corey Parks,AAAA,Non-Varsity ,2010,58770,1,1,1,1,1,1,1,1,C, March of the Belgian Parachutists (Leemans/Bourgeois), American Riversongs  (La Plante),  Undertow  (Mackey),
11, 100-Concert Band, Hillcrest High School, TEA:, dallas, Adam Brian Smith / Alan Green,AAAA,Varsity ,2010,51551,3,3,3,3,2,2,2,2, , American Riversongs  (La Plante)," My Jesus! Oh, What Anguish  (Bach/Reed)", Alamo March (King/Swearingen),
12, 100-Concert Band, James Madison High School, TEA:, Dallas, Herb Sanders,AAA,Non-Varsity ,2010,59147,2,2,1,2,2,2,3,2, , Persuit Squadron March (Karl King), Balladair (Erickson), Amazing Grace (Edmondson),
13, 100-Concert Band, Justin F. Kimball, TEA:, Dallas, Abe Williams / Dominique Martin,AAAA,Varsity ,2010,56803,4,5,5,5,5,4,3,4, , Lexington March (King), English Folk Song Suite (play one mvt) (Vaughan Williams)," My Jesus! Oh, What Anguish  (Bach/Reed)",
14, 100-Concert Band, Lancaster High School, TEA:, Lancaster, Adrain Bonner / Louis Thomas,AAAA,Varsity ,2010,59137,2,2,2,2,3,2,2,2, , On a Hymnsong of Philip Bliss  (Holsinger), Flag of Victory March  (von Blon/Gore), Irish Tune (from County Derry)  (Grainger/Rogers/SMC),
15, 100-Concert Band, Lincoln High School, TEA:, Dallas, Freddie Millener,AAAA,Varsity ,2010,59201,4,4,4,4,4,3,3,3, , Vaughan Williams Set: Flourish for Wind Band; I Vow to Thee My Country (Vaughan Williams), On a Hymnsong of Philip Bliss  (Holsinger), Bandology (),
16, 100-Concert Band, Midlothian High School, TEA:, Midlothian, Larry Doran,AAAA,Sub Non-Varsity ,2010,59246,1,1,1,1,1,1,1,1,C, March Juno (John Stewart), A Walk With McCarley (Van Ragsdale), Suite Provencale (Suite 3 & 4) (Van der Roost),
17, 100-Concert Band, Midlothian High School, TEA:, Midlothian, Larry Doran,AAAA,Varsity ,2010,59245,1,1,1,1,1,1,1,1,A, Washington Greys March (Grafulla/ Schissel), The Immovable Do (Grainger), Polovetsian Dances (Borodin/Hindsley),
18, 100-Concert Band, Midlothian High School, TEA:, Midlothian, Leticia Gomez,AAAA,Non-Varsity ,2010,59183,1,1,1,1,1,1,1,1,C, The Crosley March (Filmore/Foster), Loch Lomond  (Ticheli), Canarios Fantasia  (Akey),
19, 100-Concert Band, North Dallas High School, TEA:, Dallas, Gregory Haak,AAAA,Non-Varsity ,2010,56285,4,4,5,4,4,4,5,4, , Colonel Bogey March (Kenneth Alford/Arr. Balent), All The Pretty Little Horses  (McGinty),  Sparks  (Balmages),
20, 100-Concert Band, North Hills School, TEA:, irving, mario major / Jordache Grant,AA,Varsity ,2010,56177,3,2,3,3,2,2,2,2, ," Moscow, 1941 (Balmages)", Fantasy On An Irish Air (Saucedo), Henderson Field March (K. L. King),
21, 100-Concert Band, Palmer High School, TEA:, Palmer, Elton Ball,AA,Varsity ,2010,59177,1,2,1,1,1,1,1,1,B, Big Four March (King/Swearingen), Whispers from the Heart  (Farmer), Fire Dance  (Akey),
22, 100-Concert Band, Red Oak High School, TEA:, Red Oak, Phillip Cadenhead,AAAA,Non-Varsity ,2010,58795,2,1,1,1,1,1,1,1,C, Sol Y Sombra (Gates/ Ragsdale), Cajun Folk Songs  (Ticheli), Spoon River  (Grainger/Sheldon/Bar Bainum/GS(POP)),
23, 100-Concert Band, Red Oak High School, TEA:, Red Oak, Richard Thomas,AAAA,Sub Non-Varsity ,2010,58823,2,1,1,1,1,2,2,2,2, Monterey March (Pierre LaPlante), Cascadia Celebration  (Hodges), Journey Down Niagara  (Tucker),
24, 100-Concert Band, Red Oak High School, TEA:, Red Oak, Richard Thomas,AAAA,Varsity ,2010,58820,1,1,1,1,1,1,1,1,A," Boys of the Old Brigade (W. Paris Chambers, ed. Smith)", Nitro  (Frank Ticheli)," Carmina Burana (play mvts 1, 2, and 13, plus at least four other mvts) (Orff/Krance)",
25, 100-Concert Band, Seagoville High School, TEA:, Dallas, Mikel Riley,AAAA,Varsity ,2010,52138,5,3,3,3,3,2,3,3, , Chant and Jubilo (McBeth), Sheep May Safely Graze  (Bach/Reed), Big Four March (King/Swearingen),
26, 100-Concert Band, SOUTH OAK CLIFF, TEA:, Dallas, Joshua Black,AAAA,Varsity ,2010,59443,5,5,3,5,4,4,3,4, , Spania (Shaffer), On a Hymnsong of Philip Bliss  (Holsinger), Kaddish  (McBeth),
27, 100-Concert Band, Thomas Jefferson High School, TEA:, Dallas, Tom Woody / Gordon Cloutier,AAAA,Varsity ,2010,51390,1,1,1,1,1,1,1,1,A, Alamo March (King/Swearingen), Polly Oliver  (Root), English Country Settings  (La Plante),
28, 100-Concert Band, W.W. Samuell High School, TEA:, Dallas, Carlton D. Cooper / Lance P. Williams, Acc:N/A,AAAA,Non-Varsity ,2010,59367,4,4,4,4,3,3,3,3, , God of Our Fathers (Walters), Adagio for Winds  (Del Borgo), A Festival Prelude  (Reed)
29, 100-Concert Band, Waxahachie High School, TEA:, Waxahachie, Reggie Cook,AAAA,Non-Varsity ,2010,58523,1,1,1,1,1,1,1,1,C, Emblem of Unity (Richards/Swearingen), English Country Settings  (La Plante), Satiric Dances (Dello Joio),
30, 100-Concert Band, Waxahachie High School, TEA:, Waxahachie, Rich Armstrong,AAAA,Varsity ,2010,58656,1,1,1,1,1,1,1,1,A, Glory of the Yankee Navy (Sousa/Fennell), Paris Sketches  (Ellerby/Reynish)," Armenian Dances, Set I  (Reed)",
31, 100-Concert Band, Woodrow Wilson H.S., TEA:, Dallas, Duane Esbrand,AAAA,Non-Varsity ,2010,59133,4,5,4,4,4,3,4,4, , Alamo March (King/Swearingen), While I Watch the Yellow Wheat  (Daehn), Portrait of a Clown  (Ticheli),
