,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Austin Middle School, TEA:, Irving, Jamie Belling Cabot,CC,Varsity ,2012,71253,2,1,1,1,2,2,1,2,2, Lexington March (Edmondson/), Sparks  (Balmages/ ), Adrenaline Engines  (Standridge/ ),
1, 100-Concert Band, Austin Middle School, TEA:, Irving, Jamie Belling Cabot / Gary Reddoch,CC,Non-Varsity ,2012,71252,1,1,1,1,2,2,2,2,2, Kitty Hawk March (Edmondson/), Stratosphere  (Beckham/ ), Crusade  (Gassi/ ),
2, 100-Concert Band, Bowie Middle School, TEA:, Irving, Kyle McKinzey,CC,Varsity ,2012,69039,1,1,1,1,2,3,2,2,2, SyncoP8 March (McKinzey), Corps of Discovery  (Owens/ ), Colliding Visions  (Balmages/ ),
3, 100-Concert Band, Bowie Middle School, TEA:, Irving, Sergio Mendez,CC,Non-Varsity ,2012,71291,2,2,2,2,2,2,2,2, , Infinity (James Curnow), Elizabethan Dance  (Williams/ ), Majestica  (Gazlay/ ),
4, 100-Concert Band, Coppell Middle School North, TEA:, Coppell, Jeremy Lindquist,CC,Non-Varsity ,2012,69118,1,1,1,1,1,1,1,1,D, Alamo March  (King), Portrait of a Clown  (Ticheli), Flight of Eagles  (Del Borgo),
5, 100-Concert Band, Coppell Middle School North, TEA:, Coppell, Joey Ashbrook / Jeremy Lindquist,CC,Varsity ,2012,69117,1,1,1,1,1,1,1,1,C, The Circus Bee (KL King), Arabian Dances  (Balmages/ ), Dance of the Jesters  (Tchaikovsky/Cramer),
6, 100-Concert Band, Coppell Middle School West, TEA:, Coppell, David Cote,CC,Varsity ,2012,68467,1,2,1,1,1,1,1,1,C, Emblem of Unity March (Richards/Searingen), Shepherd's Hey (Grainger/Rogers), Summer Resounding  (Balmages),
7, 100-Concert Band, Coppell Middle School West, TEA:, Coppell, Joe Mehling,CC,Non-Varsity ,2012,68507,1,1,2,1,1,1,1,1,D, Winchester March (John Edmondson), Joy  (Ticheli/ ), Pevensey Castle  (Sheldon/ ),
8, 100-Concert Band, Coppell MS East, TEA:, Coppell, Jason Brents / Rusty Gray,CC,Varsity ,2012,71632,1,1,1,1,1,1,1,1,C, Allied Honor (King/Swearingen), Shenandoah  (Ticheli/ ), Arabian Dances  (Balmages/ ),
9, 100-Concert Band, Coppell MS East, TEA:, Coppell, Rusty Gray / Jason Brents,CC,Non-Varsity ,2012,71634,1,1,1,1,1,1,1,1,D, Monterey March (LaPlante), Ayrshire Portrait  (Story/ ), Two British Folk Songs  (Anon. or Trad./Del Borgo),
10, 100-Concert Band, Crockett Middle School, TEA:, Irving, Jay Smith / none, Acc:none,CC,Non-Varsity ,2012,71098,2,1,2,2,1,2,2,2, , Una March Feliz (McKinzey), Sea Song Trilogy (McGinty), Canterbury Coronation (Curnow)
11, 100-Concert Band, DeZavala Middle School, TEA:, Irving, Richard Knoll / Ryan Baxter,CC,Varsity ,2012,71395,1,1,1,1,1,2,2,2,2, Lexington March (Edmondson), Colliding Visions  (Balmages/ ), Shepherd's Hey  (Roszell/ ),
12, 100-Concert Band, Ferris Junior High, TEA:, Ferris, Chris Hawkins / Jennifer Kofahl,CC,Non-Varsity ,2012,69831,3,3,3,3,2,2,2,2, , Adrenaline Engines  (Standridge/ ), Valley Forge March (Edmondson), Colliding Visions  (Balmages/ ),
13, 100-Concert Band, Frank Seale Middle School, TEA:, Midlothian, Dallas Hodge,CC,Non-Varsity ,2012,70867,2,1,2,2,2,2,2,2, , March of the Irish Guard (Ployhar), Shenandoah  (Anon. or Trad./Smith/Story), Fire Dance (Akey/ ),
14, 100-Concert Band, Frank Seale Middle School, TEA:, Midlothian, Terry Maxwell,CC,Varsity ,2012,70865,2,1,2,2,1,1,1,1,2, Mighty Mite  (Ted Mesang/ Sean O'Loughlin), October  (Whitacre/ ), Sun Dance  (Ticheli/ ),
15, 100-Concert Band, Highland Park Middle School, TEA:, Dallas, Corey Parks Asst Band Director,CCC,Non-Varsity A,2012,71212,2,1,1,1,2,1,1,1,D, The Band in the Square on the Fourth of July  (LaPlante/ ), Ayrshire Portrait  (Story/ ), Phantom Ship  (Del Borgo/ ),
16, 100-Concert Band, Highland Park Middle School, TEA:, Dallas, Terry White,CCC,Varsity ,2012,70002,1,1,1,1,1,1,2,1,C, Aces of the Air (King/Swearingen), Yorkshire Ballad  (Barnes/ ), Ghost Fleet  (Sheldon/ ),
17, 100-Concert Band, Houston Middle School, TEA:, Irving, Justin Thomas / Ryan Baxter,CCC,Non-Varsity ,2012,70749,1,1,1,1,2,2,2,2,2, March of the Irish Guard (Ployhar), Spirit of an Eagle  (Clark/), Pinnacle  (Grice/ ),
18, 100-Concert Band, Lady Bird Johnson MS, TEA:, Irving, Elizabeth Sutton,CCC,Non-Varsity ,2012,71283,1,1,1,1,1,1,1,1,D, Sunnygate March (Jared Spears), American Folk Tune Adventure (David Gorham), Balfour Castle (David Bobrowitz),
19, 100-Concert Band, Lamar Middle School, TEA:, Irving," Jung Mour / Ellen LeDoux, Don Jackson",CC,Varsity ,2012,71038,3,3,2,3,3,3,3,3, , Vikings Victorious (Chris Sharp), Air and Variation (Joseph Kreines), Joy (Frank Ticheli),
20, 100-Concert Band, Travis Middle School, TEA:, Irving, Sara Hatch,CCC,Varsity ,2012,71370,1,1,2,1,2,3,3,3,2, Lexington March (Edmondson), Colliding Visions  (Balmages/ ), Knights of Dunvegan  (Meyer/ ),
21, 100-Concert Band, Walnut Grove Middle School, TEA:, Midlothian, Justin Wood / Laurencio Arroyo,CC,Varsity ,2012,70973,1,1,1,1,1,1,1,1,C, Big Four March (King/Swearingen), Abracadabra  (Ticheli/ ), Variations on Scarborough Fair  (Custer/ ),
