,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Bangs MS, TEA:, Bangs, Emily Smith / Tommy Perkins,C,Varsity ,2017,124220,1,1,1,1,1,1,1,1,C, Majestica (Gary Gazlay), Summit Fanfare (William Owens), Pride of the Regiment (Nancy Seward),
1, 100-Concert Band, Brownwood High School, TEA:, Brownwood," David A Lambert / Lesley Lambert, Jake Shelton, Rob Chapleau",AAAA,Varsity ,2017,122831,1,1,1,1,1,1,1,1,A, Flying Cadets March  (King / Swearingen), As Twilight Falls  (Sheldon/ ), Brave Spirit  (Standridge/ ),
2, 100-Concert Band, Brownwood MS, TEA:, Brownwood," Jake Shelton / David Lambert, Lesley Lambert, Rob Chapleau",CC,Varsity ,2017,122517,2,1,1,1,1,2,1,1,C, Cedar Crest (David Shaffer), Kenya Contrasts  (Himes/ ), Sea Song Trilogy  (McGinty/ ),
3, 100-Concert Band, Cross Plains ISD, TEA:, Cross Plains, Cathryn Rasbury,A,Varsity ,2017,123622,1,2,3,2,3,3,3,3, , Woodlands Celebration (Arnon), Qin Shi's Stone Army  (Arcari), Dancing Kites  (Bernotas),
4, 100-Concert Band, Dublin Middle School, TEA:, Dublin," Kevin DeLaVergne / Justin Stabach, Matthew Nelson, Steve Perez",C,Varsity ,2017,122563,3,3,3,3,2,2,3,2, ," March Of The Minutemen (Edmondson, John)", Korean Folk Rhapsody  (Curnow/ ), Phantom Ship  (Del Borgo/ ),
5, 100-Concert Band, Early HS, TEA:, Early, Ronny Luedke / Charla Garcia,AAA,Varsity ,2017,123370,1,1,1,1,1,1,1,1,A, Catalina March (Hodges), Down by the Salley Gardens  (Anon. or Trad./Sweeny)," Moscow, 1941  (Balmages/ )",
6, 100-Concert Band, Early MS, TEA:, EARLY, Charla Garcia / Ronny Luedke,C,Varsity ,2017,123333,1,1,1,1,1,1,2,1,C, Laredo (Concert March) (Higgins), Atlantis  (McGinty/ ), Serengeti Dreams  (Smith/ ),
7, 100-Concert Band, Eastland, TEA:, Eastland, Jett Lowrance / Stephen Cox,C,Varsity ,2017,123594,1,1,1,1,1,1,1,1,C," Moscow, 1941  (Balmages/ )", El Relicario (Padilla/Story), Brave Spirit  (Standridge/ ),
8, 100-Concert Band, Eastland, TEA:, Eastland, Stephen Cox / Jett Lowrance,AAA,Varsity ,2017,124908,1,1,1,1,1,1,1,1,A, Amparito Roca (Jamie Texidor / Gary Fagan), Ghost Fleet  (Sheldon/ ), Lightning Field  (Mackey/ ),
9, 100-Concert Band, Graham High School, TEA:, Graham, Dax Freeman / Hugh Grubbs,AAAA,Non-Varsity ,2017,121783,2,2,2,2,1,2,2,2, , New Forest March (Vinson), As Twilight Falls  (Sheldon/ ), Fireball!  (Beck/ ),
