,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band,  Johnson Middle School, TEA:, Channelview, Jeri Collins / Mark Santos,CCC,Non-Varsity ,2019,143311,1,1,2,1,1,1,1,1,D, On The Move March (White), Ghost Ship  (Story), For King and Crown  (Branchfield),
1, 100-Concert Band, Aguirre JH, TEA:, Channelview, Brittany Gaedchens / Robert Sturdy,CCC,Non-Varsity ,2019,143209,1,1,1,1,1,1,1,1,D, Fighting Falcon March (Stalter), Armory (Standridge), Conviction (Clark),
2, 100-Concert Band, Aguirre, TEA:, Webster, Robert Sturdy / Brittany Gaedchens,CCC,Varsity ,2019,143217,1,1,1,1,1,1,1,1,C, St. Petersburg March (Vinson), Into the Arctic  (Balmages), Danza de Espana  (Chambers),
3, 100-Concert Band, Beverly Hills Intermediate, TEA:, Houston, Dan Mullen / Wes Hardy,CCC,Varsity ,2019,141004,1,1,1,1,1,1,1,1,C, Our Kingsland Spring  (Hazo), Marching Song  (Holst/Moss), March to Castle Rock (Hodges),
4, 100-Concert Band, Beverly Hills MS, TEA:, Houston, Wes Hardy / Dan Mullen,CCC,Non-Varsity ,2019,140136,1,1,1,1,1,1,1,1,D, American Spirit March (John Higgins), Mythos  (Bernotas), Little Brazil Suite  (Balent),
5, 100-Concert Band, Bondy Intermediate, TEA:, Pasadena, David Lea / Russell Bowlin,CCC,Non-Varsity ,2019,141019,1,1,1,1,1,1,1,1,D," Spitfire (Story, Michael)", Phantom Ship  (Del Borgo), Big Sky Round-Up  (Sheldon),
6, 100-Concert Band, Bondy Intermediate, TEA:, Pasadena, Russell Bowlin / David Lea,CCC,Sub Non-Varsity ,2019,141014,2,2,2,2,2,2,1,2, , Omega March (Edmondson), Dance Celebration  (Smith), Conviction (Clark),
7, 100-Concert Band, Bondy Intermediate, TEA:, Pasadena, Russell Bowlin / David Lea,CCC,Varsity ,2019,141013,1,2,1,1,1,1,2,1,C, American Spirit March (Higgins), Two British Folk Songs  (Del Borgo)," Moscow, 1941  (Balmages)",
8, 100-Concert Band, Bonnette MS, TEA:, Deer Park, Emelia Johnston / Trenton Petry,CC,Non-Varsity ,2019,142906,2,1,1,1,1,2,1,1,D, Glenwood March (Gorham), Dance Celebration  (Smith), Night Fury  (Chambers),
9, 100-Concert Band, Bonnette MS, TEA:, Deer Park, Trenton Petry / Emmy Johnston,CC,Varsity ,2019,142852,1,1,2,1,1,1,1,1,C, St. Petersberg March (Vinson), Lullaby to the Moon  (Balmages), Little Suite for Band (play all) (Standridge),
