,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Centennial High School, TEA:, Frisco, Michelle Meneses,AAAA,Sub Non-Varsity A,2012,73787,2,1,2,2,1,1,1,1,2, Bombasto (O.R. Farrar / John Edmondson), Country Gardens  (Grainger/Sousa/Brion/Schissel), Contrasto Grosso (play all) (de Haan/ ),
1, 100-Concert Band, Centennial High School, TEA:, Frisco, Kelly Wykoff,AAAA,Non-Varsity ,2012,73902,1,1,1,1,1,1,1,1,C, The Boys of the Old Brigade (Chambers), A Movement for Rosa  (Camphouse/ ), La Procession du Rocio  (Turina/Reed),
2, 100-Concert Band, Centennial High School, TEA:, Frisco, William Centera,AAAA,Sub Non-Varsity B,2012,73606,2,2,2,2,1,1,1,1,2, Bravura (Duble/Edmondson), Deir in De  (Anon. or Trad./Barker), West Highlands Sojourn  (Sheldon/ ),
3, 100-Concert Band, Centennial High School, TEA:, Frisco, William Centera,AAAA,Varsity ,2012,73602,1,1,1,1,1,1,1,1,A, Pas Redouble' (Saint-Saens/Frackenpohl), Lincolnshire Posy  (Grainger/ )," The Pines of Rome (Mvts 1, 2, 4) (Respighi/Duker)",
4, 100-Concert Band, Creekview High School, TEA:, Carrollton, Michael Jordan,AAAA,Sub Non-Varsity ,2012,76960,2,3,2,2,1,1,1,1,2, Steel (Standridge/), Pride of the Sea March (Biondi/), Songs of Old Kentucky  (Karrick/ ),
5, 100-Concert Band, Creekview High School, TEA:, Carrollton, Michael Jordan / Preston Hazzard,AAAA,Non-Varsity ,2012,76961,1,1,1,1,1,1,1,1,C," Spangled Heavens, Mvt. 1 (Grantham/)", Military March (For the Yurevsky Regiment) (Tchaikovsky/Hazzard), Sarabande and Polka (Arnold/Paynter),
6, 100-Concert Band, Creekview High School, TEA:, Carrollton, Preston Hazzard,AAAA,Varsity ,2012,76216,1,1,1,1,1,1,1,1,A, March of the Mogul Emperors (Edward Elgar), Danzon No. 2  (Arturo Marquez/Nickel)," Symphonic Dances, Op. 45 No. 3 - Lento assai-Allegro Vivace (Sergei Rachmaninoff/Sato)",
7, 100-Concert Band, Frisco High School, TEA:, Frisco, Greg Hayes,AAAA,Varsity ,2012,72034,1,1,1,1,1,1,1,1,A, Commando March (Samuel Barber), Aurora Awakes (John Mackey), Awayday (Adam Gorb),
8, 100-Concert Band, Frisco High School, TEA:, Frisco, Nancy Davis / Nancy Davis, Acc:NA,AAAA,Non-Varsity ,2012,73696,2,1,1,1,1,1,1,1,C, Shadow Rituals  (Markowski/ ), October  (Whitacre/ ), Hickory Hills (George Kenny)
9, 100-Concert Band, Heritage High School, TEA:, Frisco, Don Kitchens,AAAA,Non-Varsity ,2012,71630,2,1,2,2,1,1,2,1,2, La Banda Nascente (Sbraccia/Fennell), Angel Band (play all) (Hartley/ ), Arabian Dances  (Balmages/ ),
10, 100-Concert Band, Heritage High School, TEA:, Frisco, Jason Prasifka,AAAA,Varsity ,2012,71625, , , , , , , , , , Bullets and Bayonets (Sousa), Hymn to a Blue Hour  (Mackey/ ), With Heart and Voice  (Gillingham/ ),
11, 100-Concert Band, Lake Dallas High School, TEA:, Corinth, Denise Kennedy / Frankie Burke,AAAA,Varsity ,2012,73861,2,1,1,1,1,1,1,1,A, The Wayfarer's Journey (Akey/), Variations on a Korean Folk Song  (Chance/ ), Easter Monday on the White House Lawn (Sousa / Rogers),
12, 100-Concert Band, Lake Dallas High School, TEA:, Corinth, Frankie Burke / Denise Kennedy,AAAA,Non-Varsity ,2012,73868,2,2,2,2,1,2,1,1,2, Adrenaline Engines  (Standridge/ ), Chanteys  (Sheldon/ ), Big Four March (King / Swearingen),
13, 100-Concert Band, Liberty High School, TEA:, Frisco, Dimitrios Icossipentarhos,AAAA,Varsity ,2012,74564,1,1,2,1,1,1,1,1,A," Occident and Orient, Grand March - Opus 25 (Saint-Saens/Schissel)", Vientos y Tangos  (Gandolfi), Southern Harmony (play all) (Grantham),
14, 100-Concert Band, Liberty High School, TEA:, Frisco, Dimitrios Icossipentarhos,AAAA,Non-Varsity ,2012,74559,2,1,2,2,1,1,1,1,2, Xerxes (Mackey), October  (Whitacre), Machu Picchu - City in the Sky  (Yagisawa),
15, 100-Concert Band, Liberty High School, TEA:, Frisco, Jon Schriver,AAAA,Sub Non-Varsity ,2012,74570,2,2,2,2,1,1,1,1,2, The Footlifter (Fillmore/Foster), As Summer Was Just Beginning  (Daehn), Sun Dance  (Ticheli),
16, 100-Concert Band, Little Elm High School, TEA:, Little Elm, Frank Felice / Celestino Sosa,AAAA,Non-Varsity ,2012,73619,2,3,2,2,1,1,1,1,2, Desert Storm March (Ken C. Wood), Kindred Spirits  (Balmages/ ), Choreography  (Sheldon/ ),
17, 100-Concert Band, Little Elm High School, TEA:, Little Elm, Frank Felice / Celestino Sosa,AAAA,Varsity ,2012,73264,2,2,2,2,1,1,1,1,1, March of the Princesses (Jules Massenet / Fred Junkin), Rhosymedre  (Vaughan Williams/Beeler), Symphonic Dance No. 3 (Fiesta)  (Williams/ ),
18, 100-Concert Band, Lone Star High School, TEA:, Frisco," Tim Golden / Chris Guerrero, Nathan Sundberg",AAA,Varsity ,2012,73150,1,1,1,1,1,1,1,1,A, National Emblem March (E.E. Bagley (ed. Fennell)), Dusk (Steven Bryant), Symphonic Suite (play at least four mvts) (Clifton Williams),
19, 100-Concert Band, Newman Smith High School, TEA:, Carrollton, Andrew Rein,AAAA,Varsity ,2012,73376,1,1,1,1,1,1,1,1,A, The Melody Shop March (King/Glover), March To The Scaffold  (Berlioz/Rogers/Patterson), Overture to Colas Breugnon  (Kabalevsky/Hunsberger),
