,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Berta Cabaza Middle School, TEA:, San Benito, James Spence,CC,Varsity ,2014,90515,1,1,2,1,1,1,1,1,C, Spirit of Liberty (William Owens), Mosswood Lullaby  (Beck/ ), Steel  (Standridge/ ),
1, 100-Concert Band, Berta Cabaza Middle School, TEA:, San Benito, Jessica Philippus,CC,Sub Non-Varsity ,2014,90679,2,2,2,2,2,2,1,2, , Forward March (Bob Turner), Ayrshire Portrait  (Story/ ), Uskudar  (Anon. or Trad./Smith/Story),
2, 100-Concert Band, Berta Cabaza Middle School, TEA:, San Benito, Lauren Garza,CC,Non-Varsity ,2014,90657,2,2,2,2,2,3,1,2, , Bridgeway March (Quincy Hilliard), Ballet of Spring (Ballet du printemps)  (O'Connor/ ), Dance Celebration  (Smith/ ),
3, 100-Concert Band, Besteiro Middle School, TEA:, Brownsville, Lucille Trevino,CC,Varsity ,2014,92169,1,1,1,1,1,1,1,1,C, The Footlifter Concert March (Balent/Filmore), All The Pretty Little Horses  (McGinty/ ), Blue Ridge Rhapsody  (Kinyon/ ),
4, 100-Concert Band, Cummings Middle School, TEA:, Brownsville, Joel J. Sanchez,CC,Varsity ,2014,90954,3,3,3,3,2,2,2,2, , Fighting Falcon March (Stalter), Skye Boat Song  (Anon. or Trad./O'Reilly), Journey Down Niagara  (Tucker/ ),
5, 100-Concert Band, Cummings Middle School, TEA:, Brownsville, Samuel Carpio,CC,Non-Varsity ,2014,91380,1,1,1,1,2,2,1,2,2, Excitation March (Robert Grice), Nottingham Castle  (Daehn/ ), Courtlandt County Festival  (Owens/ ),
6, 100-Concert Band, Edward Manzano Middle School, TEA:, Brownsville, Ernest Cantu,CC,Varsity ,2014,91965,1,2,1,1,1,1,1,1,C, Heroes Triumphant  (Owens/ ), Appalachian Morning  (Sheldon/ ), Midway March (John Williams/Moss),
7, 100-Concert Band, Edward Manzano Middle School, TEA:, Brownsville, Jose Manzano,CC,Non-Varsity ,2014,91980,1,2,1,1,2,2,2,2,2," March from ""First Suite for Military Band"" (Holst/Story)", Allegretto (from Symphony No. 7)  (Beethoven/Court), Wildwind Overture  (Kinyon/ ),
8, 100-Concert Band, Faulk Middle School, TEA:, Brownsville, Jose M. Chaidez Jr.,CC,Varsity ,2014,89713,2,2,2,2,3,3,3,3, , Crown Point March (Bruce Pearson), As Twilight Falls (Robert Sheldon), Summit Fanfare (William Owens),
9, 100-Concert Band, Filemon B. Vela Middle School, TEA:, Brownsville, Mario Sarmiento,CCC,Varsity ,2014,95304,1,1,1,1,1,1,1,1,C, The Billboard March (Klohr/Glover), Down a Country Lane  (Copland/Patterson), Cajun Folk Songs  (Ticheli/ ),
