,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Americas High School, TEA:, El Paso, Edwin Cordoba,AAAAAA,Non-Varsity ,2017,122207,1,1,1,1,1,1,1,1,C, Pentland Hills March  (Major J. H. Howe), Heaven's Light  (Steve Reineke), Summer Resounding (Brian Balmages),
1, 100-Concert Band, Americas High School, TEA:, El Paso, Henry Vega,AAAAAA,Varsity ,2017,122226,1,1,1,1,1,1,1,1,A, El Relicario (Padilla/Longfield), Irish Tune (from County Derry and Shepherd's Hey)  (Grainger/ ), Incantation and Dance  (Chance/ ),
2, 100-Concert Band, Andress High School, TEA:, El Paso, Alexandro Contreras,AAAAA,Non-Varsity ,2017,124816,2,2,2,2,2,2,2,2, , Wind Storm  (O'Reilly/ ), The Willows of Winter  (Brooks/ ), Imperial March  (King/Swearingen),
3, 100-Concert Band, Anthony High School, TEA:, Anthony, Michael Power,AA,Var-Composite ,2017,122231,3,2,3,3,3,3,3,3, , March of the Irish Dragoons (Andrew Balent), Soldiers Procession and Sword Dance (Margolis), Pinnacle  (Grice/ ),
4, 100-Concert Band, Austin High School, TEA:, El Paso, Art Cuellar,AAAAA,Varsity ,2017,125428,4,3,4,4,3,3,3,3, , Were You There  (Allen/ ), Summer Dances  (Balmages/ ), Call To Victory (Karl L. King/James Swearingen),
5, 100-Concert Band, Bel Air High School, TEA:, El Paso, James Cordova / Ben Perez,AAAAA,Non-Varsity ,2017,124589,2,2,1,2,1,1,1,1,2, Marche Diabolique (Balmages), Deir in De  (Anon. or Trad./Barker), Steel  (Standridge/ ),
6, 100-Concert Band, Bel Air High School, TEA:, El Paso," Manny Talamantes / Ben Perez, Adam Castaneda",AAAAA,Varsity ,2017,124574,1,1,1,1,2,1,2,2,1, A Slavic Farewell (Agapkin/Bourgeois), Lux Aurumque  (Whitacre)," Prelude, Siciliano and Rondo  (Arnold/Paynter)",
7, 100-Concert Band, Bel Air High School, TEA:, El Paso, Sarah Candelaria / Ben Perez,AAAAA,Sub Non-Varsity ,2017,124582,2,2,1,2,1,1,1,1,2, March Saranac (O'Reily), Song of Hope  (Swearingen), Fireball!  (Beck),
8, 100-Concert Band, Bowie High School, TEA:, El Paso, Jasmine Torres / NA,AAAAA,Varsity ,2017,119352,2,2,2,2,3,3,3,3, , St. Petersburg March (Johnnie Vinson), Salvation is Created  (Tschesnokoff/Houseknecht), Steel  (Standridge/ ),
9, 100-Concert Band, Burges High School, TEA:, El Paso, Mike Porras,AAAAA,Varsity ,2017,125487,3,3,3,3,3,3,3,3, , Military Escort March (Bennett arr. Swearingen), Spoon River (Grainger arr. Sheldon), The Old Red Mill (Brant Karrick),
