,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Cedar Ridge High School, TEA:, Round Rock, John Peterson,AAAAAA,Non-Varsity A,2021,164863,1,1,1,1,1,1,1,1,C, Circus Days (King/Schissel), March To The Scaffold (Berlioz/Rogers/Patterson), Asphalt Cocktail (Mackey/),
1, 100-Concert Band, Cedar Ridge High School, TEA:, Round Rock," John Peterson / Arminda Velasquez, Greg Horner",AAAAAA,Sub Non-Varsity A,2021,165094,1,1,1,1,1,1,1,1,C, St. Petersburg March (Vinson), Country Gardens (Grainger/Sousa/Brion/Schissel), Night on Fire (Mackey/),
2, 100-Concert Band, East View High School, TEA:, Georgetown, Jesus Torres / Rachel Butler and Andrew Blezinger,AAAAA,Varsity ,2021,167114,1,1,1,1,1,1,1,1,A," The Falls  (Galante, Rosano)"," The Rusty Bucket  (Chambers, Carol Britton)"," The Klaxon (Fillmore, Henry ed. Fennell)",
3, 100-Concert Band, East View High School, TEA:, Georgetown," Rachel Butler / Jesus Torres, Andrew Blezinger",AAAAA,Non-Varsity A,2021,167141,1,1,1,1,1,1,2,1,C, Blue Ridge Reel (Balmages), Homeward Bound (Keen/Althouse/Karrick), Darklands March (Standridge),
4, 100-Concert Band, Georgetown High School, TEA:, Georgetown," Justin Smith / Weston Scholten, Jed Leach",AAAAA,Varsity ,2021,162932,1,1,1,1,1,1,1,1,A, Danzon No. 2  (Arturo Marquez trans. Oliver Nickel)," Procession to the Cathedral ""Gesegnet soll sie schreiten"" (Richard Wagner trans. Merlin Patterson)", March from Symphonic Metamorphosis (Paul Hindemith trans. Keith Wilson),
5, 100-Concert Band, Georgetown High School, TEA:, Georgetown," Weston Scholten / Justin Smith, Jed Leach",AAAAA,Non-Varsity A,2021,166011,1,1,1,1,1,1,1,1,C, Spoon River (Grainger/Sheldon/Bainum/Carson-Naylor), Swirling Prisms (Balmages/), Silvercrest (Swearingen),
6, 100-Concert Band, Hutto High School, TEA:, Hutto," Joseph Rush / Stacy Gist, Michael Harrison, Tyler Dempsey", Acc:None,AAAAAA,Sub Non-Varsity B,2021,164294,1,1,1,1,1,1,1,1,C, Freedom City (King/Swearingen), Knights of Dunvegan  (Meyer), Festival of Flight  (Weller)
7, 100-Concert Band, Hutto High School, TEA:, Hutto," Stacy Gist / Michael Harrison, Joe Rush, Tyler Dempsey",AAAAAA,Non-Varsity ,2021,165735,1,1,1,1,1,1,1,1,C, The Klaxon March (Fillmore/Fennell), Dublin Dances (Van der Roost/), The Rusty Bucket (Chambers),
8, 100-Concert Band, McNeil High School, TEA:, Austin, Joshua Munoz,AAAAAA,Sub Non-Varsity ,2021,163898,1,1,1,1,1,1,1,1,C, Free World March (Karl L. King /arr. Swearingen), Broken Bow  (Strommen), Knights of Dunvegan  (Meyer),
9, 100-Concert Band, McNeil HS, TEA:, Austin," Jason Dimiceli / Joshua Munoz, Jordan Garza",AAAAAA,Non-Varsity ,2021,163896,1,1,1,1,1,1,1,1,C, Circus Days (King/Schissel), Irish Tune from County Derry  (Grainger/Rogers), Variations on a Korean Folk Song  (Chance),
10, 100-Concert Band, Round Rock High School, TEA:, Round Rock," David Mobley / Steve Roeder, Brittany Graham, Cathy Benford",AAAAAA,Sub Non-Varsity ,2021,164070,2,2,2,2,1,1,1,1,1, Abracadabra  (Ticheli), Blue Ridge Saga  (Swearingen), The Bandmasters March (Matthew Putnam),
11, 100-Concert Band, Round Rock High School, TEA:, Round Rock," David Mobley / Steve Roeder, Brittany Graham, Cathy Benford",AAAAAA,Non-Varsity ,2021,164067,1,1,1,1,1,1,1,1,C, The Falls  (Galante), This Cruel Moon  (Mackey), The Thunderer (Sousa/Fennell),
12, 100-Concert Band, Westwood High School, TEA:, Austin," Thomas Turpin / Brittany Dacy, Brandon Winters, Mikey Sheeran",AAAAAA,Non-Varsity A,2021,165966,1,1,1,1,1,1,1,1,C, The Melody Shop (King/Glover), Variations on a Korean Folk Song (Chance), Vesuvius (Ticheli),
