,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Amarillo HS, TEA:, Amarillo," Bruce Collins / Scott Myers, Julie Collins",AAAAA,Varsity ,2012,75910,1,1,1,1,1,1,1,1,A, Early Light  (Bremer/ ), Children's March (Grainger/Rogers), Four Scottish Dances  (Arnold/Paynter),
1, 100-Concert Band, Amarillo HS, TEA:, Amarillo," Scott Myers / Bruce Collins, Julie Collins",AAAAA,Non-Varsity ,2012,75912,1,2,2,2,1,2,1,1,2, Burst of Trumpets (Harold Walters), The Journey of Yan Si Meng  (Musella/ ), A Pacific Trilogy  (Fry/ ),
2, 100-Concert Band, Borger HS, TEA:, Borger," Kevin Kuehler / Nick Mears, James Carter",AAA,Varsity ,2012,74373,1,2,1,1,2,1,1,1,A, Aces of the Air (King/ Swearingen), Sparks  (Balmages/ ), Ghost Fleet  (Sheldon/ ),
3, 100-Concert Band, Canyon HS, TEA:, Canyon," Mike Sheffield / Lesley Zorn, David Lough, Luis Hernandez",AAAA,Varsity ,2012,74245,1,1,1,1,1,1,1,1,A," Childrens March ""Over the hills and far away"" (Grainger/Rogers)", A Movement for Rosa  (Camphouse/ ), Overture to Candide  (Bernstein/Grundman or Beeler),
4, 100-Concert Band, Canyon HS, TEA:, Canyon, Mike Sheffield / Luis Hernandez,AAAA,Non-Varsity ,2012,76950,2,2,2,2,1,1,1,1,2, The Oxford Eagle March (Andrew Fox), Linden Lea  (Vaughan Williams/Stout), Havendance  (Holsinger/ ),
5, 100-Concert Band, Caprock High School, TEA:, Amarillo, Derek Harris,AAAA,Varsity ,2012,74525,1,2,3,2,1,2,1,1,1, Concord  (Grundman/ ), Twilight in the Wilderness  (Tucker/ ), Pentland Hills (Howe),
6, 100-Concert Band, Dalhart High School, TEA:, Dalhart, Rick Ball / Jim Paslay,AAA,Varsity ,2012,76142,1,1,2,1,3,2,1,2,1, Big Cage March (King), Fantasy on an Early American Marching Tune  (Sheldon/ ), Joy Revisited  (Ticheli/ ),
7, 100-Concert Band, Dumas High School, TEA:, Dumas, Matt Power / Rudy Sanchez,AAAA,Varsity ,2012,76431,2,2,2,2,1,2,3,2, , Domingo Ortega (Ledesma/Oropesa), A Simple Song  (Bernstein/Sweeney), Three Ayres from Gloucester  (Stuart/ ),
8, 100-Concert Band, Hereford HS, TEA:, Hereford, Jonathan Cantu,AAAA,Non-Varsity ,2012,76206,2,2,3,2,2,2,2,2, , Liberty March (Edmondson), Corps of Discovery  (Owens/ ), Kenya Contrasts  (Himes/ ),
9, 100-Concert Band, Hereford HS, TEA:, Hereford, Robert Hinds,AAAA,Varsity ,2012,76010,1,1,1,1,1,1,1,1,A, The Footlifter (Fillmore), Triptych  (Fry/ ), Polka from The Bartered Bride  (Parks/ ),
10, 100-Concert Band, Palo Duro HS, TEA:, Amarillo," Jeff Doughten / Andrew Merker, Terry Baker, Ismael Alfaro", Acc:N/A,AAAA,Varsity ,2012,76908,1,1,1,1,1,1,1,1,A, Sol Y Sombra (George Gates/ Edited By Van Ragsdale), Salvation is Created  (Tschesnokoff/Houseknecht), Chant and Jubilo  (McBeth/ )
11, 100-Concert Band, Pampa High School, TEA:, Pampa, Joe Barrow,AAA,Varsity ,2012,72621,1,1,1,1,1,1,1,1,A, True Blue (King), Brookshire Suite  (Barnes/ ), Scaramouche  (McBeth/ ),
12, 100-Concert Band, Perryton High School, TEA:, Perryton, Andrew Fowler / Jon-Micheal Clifton,AAA,Varsity ,2012,75632,2,2,2,2,3,3,3,3, , Rough Riders Galop or March (Karl L. King/James Swearingen), Butterfly's Ball  (Fraley/ ), Highland Legend  (Moss/ ),
13, 100-Concert Band, Randall High School, TEA:, Amarillo, David Wright,AAAA,Varsity ,2012,73464,1,1,1,1,1,1,1,1,A, Rolling Thunder March (Fillmore/Fennell), Variations on a Theme of Robert Schumann  (Jager), Culloden Mvt. 3 (Giroux),
14, 100-Concert Band, Randall High School, TEA:, Amarillo, Ginger Denney,AAAA,Non-Varsity ,2012,73479,1,2,2,2,1,1,1,1,2, Valley Forge March (Karl King/Swearingen), West Highlands Sojourn (Sheldon/ ), Fantasy on a Fiddle Tune (LaPlante/ ),
15, 100-Concert Band, Tascosa High School, TEA:, Amarillo, Jason Dunn,AAAAA,Non-Varsity ,2012,77075,2,2,3,2,2,2,2,2, ," Simple Gifts, Four Shaker Songs (play at least three mvts) (Ticheli/ )", Adrenaline Engines  (Standridge/ ), Excelsior! (),
16, 100-Concert Band, Tascosa HS Band, TEA:, Amarillo, John Zalman IV,AAAAA,Varsity ,2012,77056,1,1,1,1,1,1,2,1,A, Florentiner March (Fucik/Fennell), Pentium  (Graham/ ), English Folk Song Suite  (Vaughan Williams/ ),
