,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Cedar Valley Middle School, TEA: 246-909, Austin, Pete Alvarado,CCC,Varsity ,2022,168340,1,1,1,1,1,1,1,1,C, Cirque de L��trange (Matthew Putnam), Down to the River (Traditional/Sweeney), Red Giant (Vargas),
1, 100-Concert Band, Cedar Valley Middle School, TEA: 246-909, Round Rock, Logan Bonathan,CCC,Sub Non-Varsity ,2022,169365,2,3,2,2,1,1,2,1,2, Ming Court (645)  (Pitter), Russian Folk Dance (16227)  (Lucas), Valiant Shield (),
2, 100-Concert Band, Cedar Valley Middle School, TEA: 246-909, Round Rock, Logan Bonathan,CCC,Non-Varsity ,2022,169364,1,2,2,2,1,1,1,1,2, Allegretto (from Symphony No. 7) (5)  (Beethoven/Court), Sea Song Trilogy (48)  (McGinty), Hillside March (Standridge),
3, 100-Concert Band, Decker Middle School, TEA: 227907, Austin, Ormide Armstrong,CC,Sub Non-Varsity ,2022,169307,1,1,1,1,1,1,1,1,D, The Thunderer (Sousa/Shaffer), Summit Fanfare (17493)  (Owens), Atlantis (45)  (McGinty),
4, 100-Concert Band, Dessau Middle School, TEA: 1221487, Austin, Juan Carrera,CC,Non-Varsity ,2022,169985,2,1,2,2,2,2,1,2, , Kitty Hawk March (John Edmondson), Acropolis (Matthew R. Putnam), Atlantis (Anne McGinty),
5, 100-Concert Band, Dessau Middle School, TEA: 227904045, Austin, Andy LaRusch / Juan Carrera, Acc:None,CC,Varsity ,2022,169095,1,2,2,2,2,1,2,2, , Pinnacle (638) (Grice/), Colliding Visions (17502) (Balmages/), Valor March (Clark/)
6, 100-Concert Band, Hutto Middle School, TEA: 246-906-041, Hutto, Brent Acuff / Jo Ann Champion and Ryan Manders,CCC,Sub Non-Varsity A,2022,169432,1,2,1,1,1,1,1,1,D, American Spirit March (John Higgins), Conviction (18460)  (Clark), Courtlandt County Festival (15820)  (Owens),
7, 100-Concert Band, Kelly Lane Middle School, TEA: 227904, Pflugerville," Noel Esquivel / Taylor Jacobsen, Jairo Cabrera, Nathan Zamora, Cory Gunter",CCC,Varsity ,2022,167982,1,1,1,1,1,1,1,1,C, Egyptique (Owens), Sunchaser (Chambers), Command March (Edmondson),
8, 100-Concert Band, Kelly Lane Middle School, TEA: 227904046, Pflugerville, Jairo Cabrera / Cory Gunter,CCC,Sub Non-Varsity A,2022,168755,3,2,2,2,1,1,1,1,2, Saddles and Sabres  (Osterling), Elizabethan Dance (17482) (Williams/), Atlantis (45) (McGinty/),
9, 100-Concert Band, Kelly Lane Middle School, TEA: 227904046, Pflugerville," Taylor Hussey / Noel Esquivel, Jairo Cabrera, Nathan Zamora, Cory Gunter",CCC,Non-Varsity A,2022,168762,1,1,1,1,1,1,1,1, , Armory (19597) (Standridge/), Dorian Chant (20589) (Calhoun/), Spitfire (Michael Story),
10, 100-Concert Band, Manor Middle School, TEA: 2310422, Manor," Mason England / Bobby Barrera, Treven Martinez",CC,Non-Varsity ,2022,167985,1,1,1,1,1,1,1,1,D, Valor March (Larry Clark), Courtlandt County Festival (William Owens), Odyssey (Aric Branchfield),
11, 100-Concert Band, Wagner Middle School, TEA: 246-904-045, Georgetown, Jeff Owen / Jacob Gross,CC,Varsity ,2022,170497,1,1,1,1,1,1,1,1,C, Sketches of Canada (19608) (Story/), Kenya Contrasts (122) (Himes/), Darklands March (Standridge),
12, 100-Concert Band, Wagner Middle School, TEA: 482060013486, Georgetown, Jacob Gross / Jeff Owen,CC,Non-Varsity A,2022,170535,1,1,2,1,1,1,1,1,D, Infinity March (Curnow), Armory (19597) (Standridge), Dance Celebration (647) (Smith),
13, 100-Concert Band, Westview Middle School, TEA: 227904042, Austin, Marissa Gamez / Iram Reyes,CC,Non-Varsity ,2022,169308,2,1,2,2,1,1,2,1,2, Boulder Ridge March (Chris Ferguson), Sakura (62)  (Traditional/Story), Atlantis (45)  (McGinty),
