,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Bosqueville High School, TEA:, Waco, James Beeson,C,Varsity ,2019,147197,2,2,2,2,2,2,2,2, , Atlantis  (McGinty), Ghost Ship  (Story), Manitoba March (Feldstein/O'Reilly),
1, 100-Concert Band, Carver Middle School, TEA:, Waco, C. Ryan Tapp / Austin Holder, Acc:NA,CC,Non-Varsity ,2019,145671,2,2,3,2,3,4,3,3, , Acclaim (Clark), Nottingham Castle  (Daehn), Corps of Discovery  (Owens)
2, 100-Concert Band, Cesar Chavez Middle School, TEA:, Waco," Zachary Cain / Stephanie Fernihough, Todd Modgling",CC,Varsity ,2019,145324,1,1,1,1,1,1,2,1,C, Bavarian Trails March (Joseph Compello), Mystery Ride  (White), Japanese Pictures  (Mixon),
3, 100-Concert Band, Cesar Chavez Middle School, TEA:, Waco," Stephanie Fernihough / Zachary Cain, Todd Modgling",CC,Non-Varsity ,2019,145695,3,3,4,3,2,2,2,2, , Honor Roll March (Williams), Dancing Kites  (Bernotas), Voodoo Dance  (Del Borgo),
4, 100-Concert Band, China Spring Middle School, TEA:, China Spring, Michael Loudermilk / Ian Mitchell,CC,Non-Varsity ,2019,140507,1,1,1,1,2,1,1,1,D, Honor Roll March (Mark Williams), Phantom Ship (Del Borgo), Song for the Winter Moon  (Cummings),
5, 100-Concert Band, China Spring Middle School, TEA:, China Spring, Michael Loudermilk / Ian Mitchell,CC,Varsity ,2019,140503,1,1,1,1,1,1,1,1,C, Omaha Beach March (John Edmondson), Kenya Contrasts (William Himes), Maesong (William Owens),
6, 100-Concert Band, Connally Middle School, TEA:, Elm Mott," Austin Clark / Sarah English, Clint Ladd",CC,Non-Varsity ,2019,145846,3,3,2,3,3,3,3,3, , Ghost Ship  (Story), Dorian Chant  (Calhoun), Infinity March (James Curnow),
7, 100-Concert Band, Connally Middle School, TEA:, Elm Mott," Clint Ladd / Sarah English, Austin Clark",CC,Varsity ,2019,145849,2,3,2,2,2,1,2,2, , March from First Suite for Military Band (Holst/Story), Maesong  (Owens), Fireball!  (Beck),
8, 100-Concert Band, Crawford Junior High, TEA:, Crawford, Daniel Yguerabide,C,Non-Varsity ,2019,144363,3,4,4,4,4,4,4,4, , The Gladiator (March) (John Philip Sousa/Michael Story), Chester (William Billings/Eric Osterling), Atlantis (Anne McGinty),
9, 100-Concert Band, Gatesville Junior High School, TEA:, Gatesville," Michael Oreka / Jose Sanchez, Amy Bowden, Victor Garza, Alexis Sampley",CC,Varsity ,2019,142731,1,1,1,1,2,1,2,2,2, Spitfire (Story), Expectations  (Clark), Tanchozuru  (Standridge),
