,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Brownfield High School, TEA:, Brownfield," Dusty Balderas / Barry Wiseman, Brock Mellinger, Adam Flores",AAA,Varsity ,2020,161448, , , , , , , , , , The Trombone King (Karl L. King/Paynter), On a Hymnsong of Philip Bliss (233)  (Holsinger), Winter on Emerald Bay (17557)  (Silva),
1, 100-Concert Band, Denver City ISD, TEA:, Denver City, Barry Morgan,AAA,Varsity ,2020,160952, , , , , , , , , , March of the Irish Guard (James D. Ployhar), Summit Fanfare (William Owens), Kenya Contrasts (William Himes),
2, 100-Concert Band, Estacado High School, TEA:, Lubbock, Jacob Faske / Jose Fernandez,AAAA,Varsity ,2020,150777, , , , , , , , , , La Madre de los Gatos (17509)  (Beck), Bosnian Folk Songs (74)  (Allen)," Cluster, Fluster, Bluster March (Holsinger)",
3, 100-Concert Band, Hale Center High School, TEA:, Hale Center, David Rogers / Robert Chapleau,AA,Var-Composite ,2020,161429, , , , , , , , , , March Diabolique (Balmages), Scenes from the American West (Mvts. 1 & 3) (Wilds), The Rowan Tree (Standridge),
4, 100-Concert Band, Idalou, TEA:, Idalou, Patrick Pantleo / Brian Gruben,AAA,Varsity ,2020,160040, , , , , , , , , , Vikings Victorious  (Chris Sharp), As Twilight Falls (17497)  (Sheldon), Contempo (16202)  (Story),
5, 100-Concert Band, Lamesa High School, TEA:, Lamesa," Michael Munoz / Julie Munoz, Sonia Carrion",AAAA,Varsity ,2020,161199, , , , , , , , , , The Brandenburg Gate (Johnnie Vinson), Fantasy on an Early American Marching Tune (17532)  (Sheldon), Rippling Watercolors (19615)  (Balmages),
6, 100-Concert Band, Levelland High School, TEA:, Levelland, William R Burks / John Barry,CC,Varsity ,2020,150765, , , , , , , , , , Imaginarium  (Standridge), Chorale and Shaker Dance  (Zdechlik), Esprit Du Corps March (Sousa),
7, 100-Concert Band, Littlefield High School, TEA:, Littlefield," Bonnie Anderson / Gina Muela, Talitha Cook",AAA,Varsity ,2020,155882, , , , , , , , , , Sol y Sombra (Gates/Van Ragsdale), Variations on a Korean Folk Song (335)  (Chance), The Seal Lullaby (18430)  (Whitacre),
8, 100-Concert Band, Muleshoe ISD, TEA:, Muleshoe, Bill Shelly / Jessica Maynerich,AAA,Varsity ,2020,160962, , , , , , , , , , Courage March (Contorno), Pevensey Castle (60) (Sheldon), River of Dreams (668) (Lopez),
9, 100-Concert Band, Ralls High School, TEA:, Ralls, Kenneth Walker / Matthew Aguirre,AA,Var-Composite ,2020,161385, , , , , , , , , , Peacemaker (King/Swearingen), The Red Balloon (132)  (McGinty), La Madre de los Gatos (17509)  (Beck),
10, 100-Concert Band, Seminole High School, TEA:, Seminole," Adam Bodine / Lyndsey Dean, Clint Lockhart",AAAA,Varsity ,2020,161114, , , , , , , , , , Mighty Mite (Ted Mesang/O'Loughlin), Heaven s Light (15874)  (Reineke), Fantasy on an Early American Marching Tune (17532)  (Sheldon),
11, 100-Concert Band, Shallowater High School, TEA:, Shallowater," Don Summersgill / Tammy Summersgill, Donovan Ashcraft, Jalayna Hooten, Marcus Oliver",AAA,Varsity ,2020,158419, , , , , , , , , , March Jubiloso (Jenkins), Salvation is Created (294)  (Tschesnokoff/Houseknecht), Havendance (232)  (Holsinger),
12, 100-Concert Band, Slaton High School, TEA:, Slaton," Mario Aguirre / Trey Gossett, Antonio Garcia, Sheldon Enloe",AAA,Varsity ,2020,156013, , , , , , , , , , Andalucia (Lopez), As Twilight Falls (Sheldon), Russian Sailor's Dance (Gliere/Williams),
13, 100-Concert Band, Smyer High School, TEA:, Smyer, Julie Tefertiller / Jamie Erickson,AA,Var-Composite ,2020,151440, , , , , , , , , , Aces of the Air  (Karl King/ arr. Swearingen), Lullaby in the Mirror (20763)  (Saucedo), Declaration Overture (150)  (Smith),
14, 100-Concert Band, Springlake-Earth High School, TEA:, Earth, Daniel Barber / Christy Barber,A,Varsity ,2020,153429, , , , , , , , , , Darklands March (Randall Standridge), Shadow of the Longship (20754)  (Rath), Japanese Pictures (18467)  (Mixon),
15, 100-Concert Band, Tahoka High School, TEA:, Tahoka, Carroll Rhodes / Cristal Burse, Acc:NA,AA,Var-Composite ,2020,160794, , , , , , , , , , The Tahoka Galop (William Owens), Marching Song (665)  (Holst/Moss)," Moscow, 1941 (15892)  (Balmages)"
