,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Arlington Heights HS, TEA:, Fort Worth, David Wiebers,AAAAA,Varsity ,2018,135926,1,1,1,1,2,2,2,2,1, March of the Dwarfs (Grieg/Story), La Madre de los Gatos  (Beck), Metal  (Balmages),
1, 100-Concert Band, Arlington High School, TEA:, Arlington," Michael Hejny / Nathan Burum, Brian Lowe, Nathan Hervey",AAAAAA,Varsity ,2018,136484,1,1,1,1,1,1,1,1,A, March from the Symphonic Metamorphosis (Hindemith), Elsa's Procession to the Cathedral (Wagner/Calliliet), Angels in the Architecture  (Ticheli),
2, 100-Concert Band, Arlington High School, TEA:, Arlington," Nathan Burum / Michael Hejny, Nathan Hervey, Brian Lowe",AAAAAA,Non-Varsity ,2018,130107,1,1,1,1,1,1,1,1,C, Amparito Roca (), In the Center Ring (Sheldon)," Prelude, Siciliano and Rondo (Arnold/Paynter)",
3, 100-Concert Band, Arlington High School, TEA:, Arlington," Nathan Hervey / Michael hejny, Nathan Burum, Brian Lowe",AAAAAA,Sub Non-Varsity ,2018,137244,1,1,1,1,1,1,2,1,C, Valley Forge March (King/Swearingen), Flight of Eagles  (Del Borgo), Brave Spirit  (Standridge),
4, 100-Concert Band, Benbrook MS-HS, TEA:, Benbrook, Marcus Bryant,AAAA,Non-Varsity ,2018,133356,1,1,2,1,1,1,1,1,C, Procession of the Sorcerers (Buckley), Lullaby to the Moon  (Balmages), Abracadabra  (Ticheli),
5, 100-Concert Band, Bowie High School, TEA:, Arlington, Rumaldo Solis,AAAAAA,Varsity ,2018,135750,1,1,1,1,1,1,1,1,A, Glory of the Yankee Navy March (Sousa/Fennell), Trittico  (Nelhybel), Ave Maria  (Biebl/Cameron),
6, 100-Concert Band, Carter-Riverside HS, TEA:, Ft Worth, Cody Haddock / Rosendo Sanchez,AAAAA,Varsity ,2018,134234,1,1,1,1,2,2,2,2,1, Glaciers  (Director), Summer Resounding  (Balmages), Our Heritage March (King/arr. Swearingen),
7, 100-Concert Band, Diamond Hill-Jarvis HS, TEA:, Fort Worth, Adam Lara,AAAA,Varsity ,2018,137010,2,1,2,2,3,3,3,3, , Amparito Roca (Texidor/Fagan), Accolade  (Himes), Choreography  (Sheldon),
8, 100-Concert Band, Dunbar HS, TEA:, Fort worth, David Rhone / Chis Mitchell & Kendal McKenzie,AAAA,Non-Varsity ,2018,136335,2,2,3,2,2,2,2,2, , Summit March (Larry Clark), Down a Country Lane (Copland/Patterson), Blue Ridge Saga (Swearingen),
9, 100-Concert Band, Eastern Hills HS, TEA:, Fort Worth, Derek Smilowski / David Carlsen,AAAAA,Non-Varsity ,2018,137009,2,2,3,2,3,3,3,3, , The Battle Pavane  (Susato/Margolis), Two British Folk Songs  (Del Borgo), The River Kwai March (Arnold/Longfield),
10, 100-Concert Band, James Bowie High School, TEA:, Arlington, Rachel Annese Friedman,AAAAAA,Non-Varsity ,2018,135745,1,1,1,1,1,1,2,1,C, The Billboard March (Klohr/Balent), Shine (Markowski), Dolce and Dance (Fagan),
11, 100-Concert Band, Juan Seguin HS, TEA:, Arlington," Phillip Cadenhead / Grady Niblo, Angel Briseno",AAAAA,Varsity ,2018,136002,1,1,2,1,1,1,2,1,A, El Relicario (Pailla/Longfield), Dublin Dances  (Van der Roost), Summer Dances  (Balmages),
12, 100-Concert Band, Lake Ridge High School, TEA:, Mansfield," Alberto Ocasio / Brad Bonebrake, Ben Scearce",AAAAA,Sub Non-Varsity ,2018,136599,1,1,1,1,1,2,1,1,C, El Relicario (Padilla/Longfield), American Riversongs  (La Plante), Songs of Old Kentucky  (Karrick),
13, 100-Concert Band, Lake Ridge High School, TEA:, Mansfield," Alberto Ocasio / Brad Bonebrake, Ben Scearce",AAAAA,Non-Varsity ,2018,136591,1,1,1,1,1,1,1,1,C, Army of the Nile (Alford/Fennell), Concord  (Grundman), Vesuvius  (Ticheli),
14, 100-Concert Band, Lake Ridge High School, TEA:, Mansfield," Brad Bonebrake / Alberto Ocasio, Ben Scearce",AAAAA,Varsity ,2018,136539,1,1,1,1,1,1,1,1,A, Who's Who in Navy Blue (Sousa/Byrne), Molly On The Shore  (Grainger/Rogers/SMC), Southern Harmony (play all) (Grantham),
15, 100-Concert Band, Lamar High School, TEA:, Arlington, Alan Lang,AAAAAA,Varsity ,2018,134097,1,1,1,1,1,1,2,1,A, Entry March of the Boyars (Halvorsen/Fennell), Glaciers  (Director), Give Us This Day (play all) (Maslanka),
16, 100-Concert Band, Lamar High School, TEA:, Arlington, Alan Lang / Jarred Carlton,AAAAAA,Sub Non-Varsity ,2018,134095,1,2,2,2,3,3,3,3, , Newcastle March (Vinson), Little Suite for Band (play all) (Standridge), Knights of Dunvegan  (Meyer),
17, 100-Concert Band, Lamar High School, TEA:, Arlington, Jarred Carlton,AAAAAA,Non-Varsity ,2018,134629,2,2,1,2,2,2,2,2, , Steel  (Standridge), A Longford Legend Mvt. 1&2 (Sheldon), Mighty Mite (Mesang/O'Loughlin),
18, 100-Concert Band, Legacy High School, TEA:, Mansfield, Adam Hoffmann,AAAAA,Varsity ,2018,136890,1,1,1,1,1,1,1,1,A, Children's March (Percy Grainger/Ed. Mark Rogers), Jocuri Poporale Romanesti (Bartok/Goto), Blue Shades (Ticheli),
19, 100-Concert Band, Legacy High School, TEA:, Mansfield, Adam Hoffmann / Andrew Nance,AAAAA,Non-Varsity ,2018,136897,1,1,1,1,1,1,1,1,C, Columbian March (King/Milford), A Longford Legend (Robert Sheldon), Steel (Randall D. Standridge),
20, 100-Concert Band, Mansfield High School, TEA:, Mansfield, David Dunbar,AAAAAA,Sub Non-Varsity ,2018,136618,1,1,1,1,1,2,2,2,2, Mighty Mite (Mesang/O'Loughlin), Sundance  (Strommen), Imaginarium  (Standridge),
21, 100-Concert Band, Mansfield High School, TEA:, Mansfield, David Dunbar,AAAAAA,Non-Varsity ,2018,136614,1,1,1,1,1,1,1,1,C, Marche Des Parachutistes Belges (Leemans/Wiley), Euphoria  (Frantzen)," Carmina Burana Mvt. 1, 8, 9, 10, 13 (Orff/Krance)",
22, 100-Concert Band, Mansfield High School, TEA:, Mansfield, Will Ludlow,AAAAAA,Varsity ,2018,130184,1,1,1,1,1,1,1,1,A, Finale (from Symphony No. 2)  (Ives/Elkus), Cuban Overture (Gershwin/ Rogers), The Thunder (Sousa),
23, 100-Concert Band, Martin High School, TEA:, Arlington," Brad McCann / Robert McDaniel, Joseph Manzo, Moises Carmona-Morales",AAAAAA,Varsity ,2018,133176,1,1,1,1,1,1,1,1,A, Sensemaya (POP) (Revueltas/Bencriscutto), Symphony for Band (play at least one mvt) Mvt. 1 (Gould), Commando March (Barber),
24, 100-Concert Band, Martin High School, TEA:, Arlington," Joseph Manzo / Brad McCann, Robert McDaniel",AAAAAA,Sub Non-Varsity ,2018,135691,1,1,2,1,2,1,2,2,2, Newcastle March (Vinson), The Harmonious Blacksmith  (Handel/Osterling), Sketches of Canada (play all) (Story),
25, 100-Concert Band, Martin High School, TEA:, Arlington," Robert McDaniel / Brad McCann, Joseph Manzo",AAAAAA,Non-Varsity ,2018,133177,1,1,1,1,1,1,1,1,C, Immer Fesch! (Eilenberg/ed. Watson), Voices of the Sky (Hazo), Brook Green Suite (Holst/arr. Curnow),
26, 100-Concert Band, North Side HS, TEA:, Fort Worth, Evan Dorbandt,AAAAA,Non-Varsity ,2018,132806,1,1,1,1,2,2,2,2,2, Big Four March (Karl King/Swearingen), Japanese Pictures (Kevin Mixon), Tanchozuru (Randall Standridge),
27, 100-Concert Band, Paschal HS, TEA:, Fort Worth, Bryan Wright,AAAAAA,Varsity ,2018,131384,1,1,1,1,1,1,1,1,A, Joyce's 71st NY Regiment March (Boyer-Lake), Prelude in Dorian Mode  (de Cabezon/Grainger), Three Dance Episodes (POP) (Bernstein/Stith/Lavender),
28, 100-Concert Band, Paschal HS, TEA:, Fort Worth, Elizabeth Lentz,AAAAAA,Non-Varsity ,2018,136090,1,1,1,1,1,1,2,1,C, Freedom City March (King), A Quiet Music  (Wagner), The Jig is Up  (Kallman),
29, 100-Concert Band, Paschal HS, TEA:, Fort Worth, Matt Sawyer,AAAAAA,Sub Non-Varsity A,2018,134382,1,1,1,1,2,2,3,2,2, Miss Liberty March (Karl L. King), Crystalline  (Clark), A Walk in the Morning Sun  (La Plante),
30, 100-Concert Band, Polytechnic HS, TEA:, Fort Worth, Albert Canales,AAAAA,Varsity ,2018,136896,2,1,1,1,4,3,3,3,1, Ghost Fleet  (Sheldon), Trombone King (K.L. King/ J.P. Paynter), Imaginarium (Standridge),
31, 100-Concert Band, Sam Houston High School, TEA:, Arlington, Arun Bhatt / Jillian Adams/Jesus Martinez,AAAAAA,Sub Non-Varsity A,2018,136473,2,3,2,2,3,3,3,3, , St. Petersburg March (Vinson), Spirit of an Eagle  (Clark), Arabian Dances  (Balmages),
