,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Aledo HS, TEA:, Aledo," Jake Albin / Joey Paul, Tanner Trigg",AAAA,Non-Varsity ,2014,95834,1,1,1,1,1,1,1,1,C, Silvercrest  (James Swearingen ), Poem  (Boerma/ ), Ride  (Hazo/ ),
1, 100-Concert Band, Aledo HS, TEA:, Aledo," Joey Paul / Jake Albin, Tanner Trigg",AAAA,Sub Non-Varsity ,2014,95833,1,1,1,1,1,1,1,1,C," The ""3D"" Galop  (Willie Owens )", Deir in De  (Anon. or Trad./Barker), Rikudim  (Van der Roost/ ),
2, 100-Concert Band, Aledo HS, TEA:, Aledo," Joey Paul / Jake Albin, Tanner Trigg",AAAA,Varsity ,2014,95824,1,1,1,1,1,1,1,1,A, In Storm and Sunshine  (John Clifford Heed/Frederick Fennell ), Les trois notes du Japan  (Mashima/ ), American Salute  (Gould/Lang),
3, 100-Concert Band, Arlington Heights HS, TEA:, Fort Worth, David Wiebers / Elizabeth Treadwell,AAAA,Non-Varsity ,2014,91241,2,2,2,2,2,1,1,1,2, El Gato Salvaje - Paso Doble (Robert Foster), Fantasy on a Theme by Samual Barber  (Barber/Saucedo), Adrenaline Engines  (Standridge/ ),
4, 100-Concert Band, Burleson Centennial High School, TEA:, Burleson, Andrew Klein,AAAA,Non-Varsity ,2014,90391,1,1,1,1,1,1,1,1,C, Military Escort (Bennett/Fennell), As Summer Was Just Beginning  (Daehn/ ), Khan  (Giroux/ ),
5, 100-Concert Band, Burleson Centennial High School, TEA:, Burleson, Michael Cox,AAAA,Sub Non-Varsity ,2014,88897,1,2,2,2,2,2,2,2, , Mighty Mite March (Mesang/O'Loughlin), Dances from Terpsichore  (Praetorius/Fenske), Kinder Legende  (Schumann/Foster),
6, 100-Concert Band, Burleson Centennial High School, TEA:, Burleson, Michael Cox,AAAA,Varsity ,2014,87190,2,1,1,1,1,1,1,1,A," The ""Gum-Suckers"" March (Grainger/Rogers)", Noisy Wheels of Joy  (Whitacre/ ), Culloden (play all) (Giroux/ ),
7, 100-Concert Band, Burleson HS, TEA:, Burleson, Jaime Ezersky,AAAA,Sub Non-Varsity ,2014,94738,2,3,2,2,2,2,2,2, , Valley Forge March (John Edmondson), Portrait of a Clown  (Ticheli/ ), Shepherd's Hey  (Traditional/Roszell),
8, 100-Concert Band, Burleson HS, TEA:, Burleson, Joe McGee,AAAA,Varsity ,2014,94573,1,1,1,1,1,1,1,1,A, Daughters of Texas (Sousa), Vesuvius  (Ticheli/ ), Mock Morris  (Grainger/Simpson/MMP/Kreines/Lud),
9, 100-Concert Band, Burleson HS, TEA:, Burleson, Michael Moscoso,AAAA,Non-Varsity ,2014,94724,1,1,1,1,1,1,1,1,C, March Glorious (John Cacavas), Contempo  (Story/ ), Campbell River Sketches  (Williams/ ),
