,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Ann Richards MS, TEA:, Dallas, Emily Standlee,CCC,Non-Varsity ,2016,114980,3,3,3,3,3,4,3,3, , Call to Duty (Milford), Two Minute Symphony  (Margolis), Atlantis  (McGinty),
1, 100-Concert Band, Ann Richards MS, TEA:, Dallas, Kyle Wiechmann,CCC,Varsity ,2016,108694,2,1,2,2,2,1,1,1,2, The Big Circus March (Foster), Contempo  (Story), Kenya Contrasts  (Himes),
2, 100-Concert Band, Austin Middle School, TEA:, Irving," Kim Reed / Kris Crowder, Nathan Hawk",CCC,Non-Varsity ,2016,107683,1,1,1,1,3,2,2,2,2, Pride of America (William Owens), Colliding Visions (Brian Balmages), Conviction (Larry Clark),
3, 100-Concert Band, Austin Middle School, TEA:, Irving," Kris Crowder / Kim Reed, Nathan Hawk",CCC,Varsity ,2016,107682,1,1,1,1,1,2,2,2,2, Alamo March (Karl L. King/ Arr. James Swearingen), Earth Song  (Ticheli/ ), Hypnotic Fireflies  (Balmages/ ),
4, 100-Concert Band, Balch Springs Middle School, TEA:, Dallas, Alexandra Gutierrez,CCC,Non-Varsity ,2016,117057,3,1,3,3,3,3,2,3, , Kitty Hawk March (John Edmondson), Sakura  (Michael Story), Wolseys Wilde  (Anne McGinty),
5, 100-Concert Band, Balch Springs Middle School, TEA:, Dallas, Alexandra Gutierrez,CCC,Varsity ,2016,113867,1,1,1,1,1,1,1,1,C, St. Petersburg March (Johnnie Vinson), The Rowan Tree (Randall D. Standridge), Black Forest Overture (Michael Sweeney),
6, 100-Concert Band, Benjamin Franklin Middle School, TEA:, Dallas, Scott Anderson / James Aliff,CCC,Non-Varsity ,2016,111973,2,2,1,2,1,2,2,2, , The Lone Eagle March (Edmondson), Big Sky Round-Up  (Sheldon/ ), Colliding Visions  (Balmages/ ),
7, 100-Concert Band, Byrd Middle School, TEA:, Duncanville," Brittney Cook / Kevin Graham, Allyson Whitsitt",CCC,Non-Varsity ,2016,114553,1,1,1,1,1,1,1,1,D, The Red Cape (James Meredith), Two British Folk Songs  (Anon. or Trad./Del Borgo), Blue Ridge Reel  (Balmages/ ),
8, 100-Concert Band, Byrd Middle School, TEA:, Duncanville," Kevin Graham / Brittney Cook, Allyson Whitsitt",CCC,Varsity ,2016,114491,1,1,1,1,1,1,1,1,C, Florentiner March (Grande marcia Italiana) (Fucik/Lake/Fennell), Benediction  (Stevens), Folk Dances  (Shostakovich/Reynolds),
9, 100-Concert Band, Ennis MS, TEA:, Ennis, David Ingram,CCC,Varsity ,2016,114793,1,1,1,1,1,1,1,1,C, Peacemaker March  (King ), In The Shining Of The Stars  (Sheldon), Concert Variations  (Smith),
10, 100-Concert Band, Ennis MS, TEA:, Ennis, Steve Bunch,CCC,Non-Varsity ,2016,114777,1,1,1,1,2,2,2,2,2, March Of the Hyperion Guards (Robert Sheldon), Heroes Triumphant (William Owens), Fortis (Gary Gazlay),
11, 100-Concert Band, Jackson Middle School, TEA:, Grand Prairie, Peter Ward / Wesley McCall,CCC,Varsity ,2016,114743,1,2,2,2,1,2,1,1,2, Streets of Madrid (John Moss), Colliding Visions  (Balmages/ ), Our Kingsland Spring  (Hazo/ ),
12, 100-Concert Band, John B. Hood, TEA:, Dallas, Dawn Kariotakis-Perez / Clinton Ladd,CCC,Non-Varsity ,2016,112853,2,3,2,2,2,2,2,2, , American Spirit March (John Higgins), Nottingham Castle (Larry Daehn), Fire Dance (Douglas Akey),
13, 100-Concert Band, Kennedy-Curry MS, TEA:, Dallas, Angela Johnson,CCC,Non-Varsity ,2016,114208,2,2,3,2,1,2,2,2, , Manhattan Beach (John Philip Sousa/ Michael Story), Court Festival  (Pearson/ ), Dance Celebration  (Smith/ ),
14, 100-Concert Band, Kennemer Middle School, TEA:, Dallas," Kenneth Thompson / Lucy Pascasio, Ethan Henshaw, Tim Biles",CCC,Non-Varsity ,2016,115422,1,1,1,1,1,1,1,1,D, El Conquistador (Owens), Japanese Pictures  (Mixon/ ), Portsmouth Reflections  (Oare/),
15, 100-Concert Band, Kennemer Middle School, TEA:, Dallas," Luzviminda S. Pascasio / Kenneth Thompson, Ethan Henshaw, Tim Biles",CCC,Varsity ,2016,115421,1,1,1,1,1,1,1,1,C, Go Galop (Fillmore/Contorno), Glaciers  (Director/ ), Variations on a Korean Folk Song (Chance/),
16, 100-Concert Band, Lady Bird Johnson Middle School, TEA:, Irving, Chris Hassell,CCC,Varsity ,2016,113245,2,2,4,2,3,3,3,3, ," Aspire, Achieve (Vultaggio)", Shepherd's Hey  (Traditional/Roszell), Japanese Pictures  (Mixon),
17, 100-Concert Band, Lady Bird Johnson Middle School, TEA:, Irving, Donald G Jackson,CCC,Non-Varsity ,2016,109868,2,2,2,2,3,3,3,3, , Valley Forge March (John Edmoundson), Elizabethan Dance  (Williams/ ), Colliding Visions  (Balmages/ ),
18, 100-Concert Band, Lancaster Middle School, TEA:, Lancaster TX, Melinda Wallace,CCC,Non-Varsity ,2016,112205,1,2,2,2,3,2,4,3, , March Supreme (John O'Reilly), Maesong (William Owens), Fortis (Gary Gazlay),
19, 100-Concert Band, Long MS, TEA:, Dallas, Caitlin Schmidt,CCC,Varsity ,2016,112456,2,2,2,2,2,1,1,1,2, Hypnotic Fireflies  (Balmages/ ), Legend of Knife River  (Bulla/ ), The Chimes of Liberty (Goldman/Wagner),
20, 100-Concert Band, Oliver W. Holmes, TEA:, Dallas, Ryan Garmon,CCC,Non-Varsity ,2016,112412,3,3,3,3,2,2,2,2, , Billboard March (Eric Osterling), Iroquois Sunrise (Gregory B Rudgers), Majestica (Gary Gazlay),
