,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Brownfield High School, TEA:, Brownfield, Mason England / Adam Flores,AAA,Varsity ,2021,164817,1,1,1,1,1,1,1,1,B, Darklands March (Randall Standridge), Blue and Green Music  (Hazo), Sparks  (Balmages),
1, 100-Concert Band, Estacado High School, TEA:, Lubbock, Jacob Faske / Joey Fernandez,AAAA,Non-Varsity ,2021,164257,2,1,2,2,1,1,1,1,2, Lexington March (Edmonson), Barbarossa  (Himes), Armory  (Standridge),
2, 100-Concert Band, Farwell ISD, TEA:, Farwell, Benjamin Rainey,AA,Var-Composite ,2021,164729,2,2,2,2,1,1,1,1,1, Armory  (Standridge), Cloud Dancing  (Clark), Badge of Honor March (Harris),
3, 100-Concert Band, Floydada CISD, TEA:, Floydada, Franklin Piland / Jaden Pe�a, Acc:NA,AA,Var-Composite ,2021,162609,2,2,3,2,3,1,1,1,1, Whirlwind March (Walker), Wildflowers  (Stalter), Broken Bow  (Strommen)
4, 100-Concert Band, Idalou, TEA:, Idalou," Patrick Pantleo / Wyatt, Boswell",AAA,Varsity ,2021,165867,1,1,1,1,1,1,1,1,A, Vikings Victorious March (Chris Sharp), As Twilight Falls (Sheldon), Contempo  (Story),
5, 100-Concert Band, Lamesa High School, TEA:, Lamesa," Sonia Carrion / Marina Coronado, Anthony Aguilar, William DeForest",AAA,Varsity ,2021,162833,1,1,1,1,1,1,1,1,A, Darklands March (Standridge), Lullaby to the Moon  (Balmages), Accolade  (Himes),
6, 100-Concert Band, Levelland High School, TEA:, Levelland, William R Burks / John Barry,AAAA,Varsity ,2021,161622,1,1,1,1,1,1,1,1,A, THE GLADIATOR (SOUSA), SHEPHERD'S HEY (GRAINGER/ROGERS), IMAGINARIUM (20603)  (STANDRIDGE),
7, 100-Concert Band, Littlefield High School, TEA:, Littlefield," Bonnie Anderson / Gina Muela, Talitha Cook", Acc:Paige Sawyer,AAA,Varsity ,2021,165064,1,1,1,1,1,1,1,1,A, Sol Y Sombra (Gates/Ragsdale), The Seal Lullaby  (Whitacre), A Longford Legend (play two mvts) (Sheldon)
8, 100-Concert Band, Muleshoe High School, TEA:, Muleshoe, John Gibson / Jessica Maynerich,AAA,Varsity ,2021,166387,1,1,1,1,2,1,1,1,B, Courage March (), Plaza de Toros (), Japanese Pictures (),
9, 100-Concert Band, O'Donnell High School, TEA:, O'Donnell, James Cross,A,NVar-Composite ,2021,163187,2,2,1,2,1,2,1,1,2, Infinity March (Curnow), Dorian Chant  (Calhoun), Courtlandt County Festival  (Owens),
10, 100-Concert Band, Olton High School, TEA:, Olton, Travis McCullough / Hillary Bermea,AA,Varsity ,2021,166015,2,2,3,2,1,1,1,1,1, Spirit of New Orleans (Murtha), Song of Hope  (Swearingen), A Joyful Journey  (Sheldon),
11, 100-Concert Band, Ralls High School, TEA:, Ralls, Kenneth Walker / Matthew Aguirre,AA,Var-Composite ,2021,163421,1,1,1,1,1,1,1,1,A, Into the Arctic  (Balmages), Where Words End�  (Standridge), Monterey March (La Plante),
12, 100-Concert Band, Seminole High School, TEA:, Seminole," Adam Bodine / Lyndsey Dean, Clint Lockhart, and John Rogers",AAAA,Varsity ,2021,166453,1,1,1,1,1,1,1,1,A, Mighty Mite (Ted Mesang/O'Loughlin), Travelin Music  (LaPlante), Into the Arctic  (Balmages),
13, 100-Concert Band, Slaton High School, TEA:, Slaton," Mario Aguirre / Trey Gossett, Antonio Garcia, Sheldon Enloe",AAA,Varsity ,2021,164563,1,1,1,1,1,1,1,1,A, Pinnacle Of Distinction  (Clark), Shenandoah  (Smith/Story), Contempo (Story),
14, 100-Concert Band, Smyer High School, TEA:, Smyer, Julie Tefertiller / Brian Galica,AA,Var-Composite ,2021,166388,2,1,2,2,1,1,1,1,1, El Zorro Rojo (Standridge), Down to the River (Traditional/Sweeney)," Moscow, 1941  (Balmages)",
15, 100-Concert Band, Springlake-Earth High School, TEA:, Earth, Daniel Barber / Christy Barber,A,Varsity ,2021,163689,1,1,1,1,1,1,1,1,A, Monterey March (LaPlante), Japanese Pictures  (Mixon)," Moscow, 1941  (Balmages)",
16, 100-Concert Band, Sudan High School, TEA:, Sudan, Kamarie Schmidt / Selena Zarate,AA,Var-Composite ,2021,163344,2,2,3,2,2,2,1,2, , Darklands March  (Randall Standridge), Maesong  (Owens ), Our Kingsland Spring  (Samuel Hazo),
17, 100-Concert Band, Tahoka High School, TEA:, Tahoka, Carroll Rhodes / Cristal Burse,AA,Var-Composite ,2021,165525,1,1,1,1,1,1,1,1,A, Mad Dash (Timothy Loest), Japanese Pictures  (Mixon), Red Giant  (Vargas),
