,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Birdville High School, TEA:, North Richland Hills, Carol Meadows,AAAA,Sub Non-Varsity A,2014,92582,2,2,2,2,2,2,2,2, , St. Petersburg March (Johnnie Vinson), Broken Bow  (Carl Strommen), Under An Irish Sky  (Larry Neeck ),
1, 100-Concert Band, Birdville High School, TEA:, North Richland Hills, Gary Barnard,AAAA,Non-Varsity ,2014,92581,1,1,1,1,1,1,1,1,C, Pan American Spanish March (Karl L King / Andy Clark), Glaciers  (Scott Director), Polka from The Bartered Bride  (Bedrich Smetana / Gary E Parks),
2, 100-Concert Band, Birdville High School, TEA:, North Richland Hills, Mike Cheripka,AAAA,Varsity ,2014,92001,1,1,1,1,1,1,1,1,A, Circus Gallop from the Irish Dragoon (John Philip Sousa edited by John Schissel), Nessum Dorma from Turandot undefined (Puccini/Patterson), Hoopla (William Pitts),
3, 100-Concert Band, Haltom High School, TEA:, Haltom City, Donnie Hull,AAAAA,Non-Varsity ,2014,95155,2,2,1,2,1,1,1,1,2, Trafalgar March (Zehle), Three Celtic Dances  (Balmages/ ), Glaciers  (Director/ ),
4, 100-Concert Band, Haltom High School, TEA:, Haltom City, Greg Hull / Donnie Hull and Rene Rosas,AAAAA,Varsity ,2014,95104,1,1,1,1,1,1,1,1,A, The Purple Carnival (Alford/Erickson), Sinfonietta (play Third mvt) (Dahl/ ), Capriccio Espagnol  (Rimsky-Korsakov/Winterbottom/Hindsley),
5, 100-Concert Band, Haltom High School, TEA:, Haltom City, Rene Rosas,AAAAA,Sub Non-Varsity ,2014,94942,2,1,2,2,2,2,1,2, , Steel  (Standridge/ ), Fantasy on a Fiddle Tune  (LaPlante/ ), Host of Freedom (King/Glover),
6, 100-Concert Band, L.D. Bell High School, TEA:, Hurst," Brandon Holt / Van Mathews, John Alstrin and Ben Maughmer",AAAAA,Sub Non-Varsity ,2014,94983,2,2,2,2,2,1,1,1,2, Big Four March (King / Swearingen), Barocco (van Beringen/ ), Shine  (Markowski/ ),
7, 100-Concert Band, L.D. Bell High School, TEA:, Hurst," John Alstrin / Van Mathews, Brandon Holt, Ben Maughmer",AAAAA,Non-Varsity ,2014,94985,2,2,1,2,2,1,1,1,2, Arsenal (Jan Van Der Roost), Allerseelen  (Strauss/Davis)," Carmina Burana (play mvts 1, 2, 13, plus four other mvts) 1, 2, 3, 5, 10, 11, 13 (Orff/Krance)",
8, 100-Concert Band, L.D. Bell High School, TEA:, Hurst," Van Mathews / John Alstrin, Brandon Holt, Ben Maughmer",AAAAA,Varsity ,2014,95352,1,2,1,1,1,1,1,1,A," March, Opus 99 (Prokofiev/Yoder)", Symphony On Themes of John Philip Sousa - after The Thunderer  (Hearshen/ ), Passacaglia  (Nelson/ ),
9, 100-Concert Band, Richland High School, TEA:, North Richland Hills, Jason Bird / Mike Pickrell, Acc:Scott Dupre,AAAAA,Varsity ,2014,91801,1,1,1,1,1,1,1,1,A, Variations and Fugue  (Giannini/ ), Dance of the Seven Veils from Salome  (Strauss/Morita), Rifle Regiment March (Sousa)
10, 100-Concert Band, Richland High School, TEA:, North Richland Hills," Mike Pickrell / Jason Bird, Scott Dupre",AAAAA,Non-Varsity ,2014,91803,2,1,1,1,1,1,1,1,C, Chester Overture for Band  (Schuman), Down a Country Lane  (Copland/Patterson), Zacatecas Mexican March (Codina/Glover),
11, 100-Concert Band, Richland High School, TEA:, North Richland Hills," Scott Dupre / Jason Bird, Mike Pickrell",AAAAA,Sub Non-Varsity A,2014,91804,1,2,1,1,1,1,1,1,C, Steel  (Standridge/ ), Blue and Green Music  (Hazo/ ), Pentland Hills (Major James W. Howe),
12, 100-Concert Band, Trinity High School, TEA:, Euless, Mario Casanova,AAAAA,Varsity ,2014,95789,1,1,1,1,2,2,1,2,1," ""In Storm and Sunshine"" (Heed/Fennell)"," ""Lincolnshire Posy""  (Grainger/ Fennell)"," ""Aegean Festival Overture"" (Makris/Bader)",
13, 100-Concert Band, Trinity High School, TEA:, Euless, Michael Moran,AAAAA,Non-Varsity ,2014,95865,1,1,1,1,1,2,1,1,C, Circus Days March (King/Schissel), Prospect  (La Plante/ ), Joy Revisited  (Ticheli/ ),
14, 100-Concert Band, Trinity High School, TEA:, Euless, Sean Wahrmund,AAAAA,Sub Non-Varsity ,2014,95882,1,1,1,1,1,2,1,1,C, Abracadabra  (Ticheli/ ), Prospect  (La Plante/ ), Valley Forge March (King),
