,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Caddo Mills Middle School, TEA:, Caddo Mills, Katie Reeves / Arthur Galope,C,Varsity ,2016,111035,1,1,1,1,2,2,3,2,2, Summit Fanfare (Owens), Phantom Ship (Del Borgo), March of the Hyperion Guards (Sheldon),
1, 100-Concert Band, Canton Junior High, TEA:, Canton, Joshua Ritchie / Tyler McClendon,CC,Varsity ,2016,111229,1,1,1,1,1,1,1,1,C, Omaha Beach  (John Edmondson), The Rowan Tree (Randall D. Standridge), Greenbrier Legacy (Michael Oare),
2, 100-Concert Band, Commerce Middle School, TEA:, Commerce, Elizabeth Bialecki,C,Varsity ,2016,111427,3,2,3,3,2,2,2,2, , Voodoo Dance  (Del Borgo/ ), Majestica  (Gazlay/ ), Bunker Hill March (Edmondson),
3, 100-Concert Band, Crandall Middle School, TEA:, Crandall, Greg Hamilton,CC,Varsity ,2016,111058,2,2,3,2,2,2,2,2, , Valley Forge March (John Edmonson), Fantasy on an Irish Air (Richard Saucedo), Our Kingsland Spring (Samuel R. Hazo),
4, 100-Concert Band, Crandall Middle School, TEA:, Sachse, Nicole Stovall,CC,Non-Varsity ,2016,111697,3,3,3,3,3,3,3,3, , Honor Guard (Jay Chattaway), Shenandoah  (Anon. or Trad./Smith/Story), Atlantis  (McGinty/ ),
5, 100-Concert Band, Edgewood Middle School, TEA:, Edgewood, Bennett Potter / Jerromy Falk,C,Varsity ,2016,111105,2,2,2,2,2,2,2,2, , Marching On (Jerry Brubaker), Fortis  (Gazlay/ ), Summit Fanfare  (Owens/ ),
6, 100-Concert Band, Eustace Middle School, TEA:, Eustace, Crystal Heidle / Todd Felty,C,Varsity ,2016,111135,2,1,2,2,1,1,1,1,2, Marchus Maximus (Michael Story), Colliding Visions  (Balmages/ ), Serengeti Dreams  (Smith/ ),
7, 100-Concert Band, Grand Saline Middle School, TEA:, Grand Saline, Jenny Bartley / Kyle White,C,Varsity ,2016,111462,1,3,1,1,2,1,1,1,C, Kitty Hawk March (John Edmondson), Phantom Ship  (Del Borgo/ ), Australian Folk Fantasy  (Williams/ ),
8, 100-Concert Band, Kaufman Junior High, TEA:, Kaufman, Bobby McCoy,CC,Varsity ,2016,111925,1,2,2,2,1,1,2,1,2, Los Banditos (Quincy Hilliard), Aria Cantabile  (Erickson/ ), Sparks  (Balmages/ ),
9, 100-Concert Band, Kaufman Junior High, TEA:, Kaufman, Stephanie Evans,CC,Non-Varsity ,2016,111922,1,1,2,1,3,3,3,3,2, Conviction  (Clark/ ), Fortis  (Gazlay/ ), March of the Majestics (Sheldon),
10, 100-Concert Band, Kemp ISD, TEA:, Kemp, Carlos Saldana,C,Varsity ,2016,111190,1,2,1,1,1,1,1,1,C, Lexington March (Edmondson), Two English Dances  (Anon. or Trad./O'Reilly), Crusade  (Gassi/ ),
11, 100-Concert Band, Kemp ISD, TEA:, Kemp, Natali Delgado,C,Non-Varsity ,2016,111177,2,2,3,2,3,4,3,3, , Majestic March (Lavender), Dance Celebration  (Smith/ ), Odyssey  (Branchfield/ ),
12, 100-Concert Band, Mabank Junior High, TEA:, Mabank, Jeff DuBose,CC,Varsity ,2016,111635,1,1,1,1,1,1,1,1,C, The Big Circus (Foster), In a French Garden  (Meyer/ ), Stratosphere  (Beckham/ ),
13, 100-Concert Band, Mabank Middle School, TEA:, Mabank, Tiffany Smith,CC,Non-Varsity ,2016,111633,1,1,2,1,3,3,3,3,2, March Royale (Williams), Courtlandt County Festival  (Owens/ ), Dance Celebration  (Smith/ ),
14, 100-Concert Band, Rains Junior High School, TEA:, Emory, Derek Sneed,C,Non-Varsity ,2016,111698,3,4,3,3,2,3,2,2, , Dance Celebration  (Smith/ ), Maesong  (Owens/ ), Spitfire (Story),
15, 100-Concert Band, Rains Junior High School, TEA:, Emory, Emily Coltharp,C,Sub Non-Varsity ,2016,111726,3,4,3,3,3,4,3,3, , Cahokia  (Spears/ ), Skye Boat Song  (Anon. or Trad./O'Reilly), Omega March (Edmondson),
16, 100-Concert Band, Scurry-Rosser MS, TEA:, Scurry, Amanda Johnson / Mike Hall,C,Non-Varsity ,2016,111802,2,3,2,2,2,2,3,2, , Big Circus March (Robert E Foster), Nottingham Castle  (Daehn/ ), Atlantis  (McGinty/ ),
17, 100-Concert Band, Sunnyvale MS, TEA:, Sunnyvale, Jana Donahoo / Mark Conaway, Acc:None,CC,Varsity ,2016,108779,2,1,2,2,1,1,1,1,2, Under the Double Eagle March (Swearingen), Appalachian Morning (Sheldon), Moscow 1941 (Balmages)
18, 100-Concert Band, Thompson MS, TEA:, Quinlan," Kyle Causey / Sauileoge To'afa, Martin Filip",CC,Varsity ,2016,111684,3,3,3,3,3,3,2,3, , Lexington March (John Edmondson), Portrait of a Clown  (Ticheli/ ), Conviction  (Clark/ ),
19, 100-Concert Band, Thompson MS, TEA:, Quinlan," Sauileoge Toafa / Kyle Causey, Martin Filip",CC,Non-Varsity ,2016,111920,4,4,4,4,4,4,4,4, , The Golden Eagle March (John Edmondson), Majestica  (Gazlay/ ), Big Sky Round-Up  (Sheldon/ ),
