,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Brackett High School, TEA:, brackettville, Marvin Wilis,AA,Var-Composite ,2020,160560, , , , , , , , , , March of the Irish Guard (James D. Ployhar), Plaza de Toros (20709)  (Story), Armory (19597)  (Standridge),
1, 100-Concert Band, C.C. Winn HS ( Eagle Pass ISD), TEA:, Eagle Pass, Jose Raul Perez,AAAAA,Sub Non-Varsity ,2020,158986, , , , , , , , , , El Relicario (Jose Padilla / Michael Story), Rippling Watercolors (19615)  (Balmages), Steel (18213)  (Standridge),
2, 100-Concert Band, C.C. Winn HS ( Eagle Pass ISD), TEA:, Eagle Pass, Roberto A Rodriguez,AAAAA,Non-Varsity ,2020,160041, , , , , , , , , , Andalucia (Victor Lopez), Redemption (18479)  (Galante), Variations on Scarborough Fair (202)  (Custer),
3, 100-Concert Band, C.C. Winn HS ( Eagle Pass ISD), TEA:, Eagle Pass, Ruben Rodriguez Jr,AAAAA,Varsity ,2020,158985, , , , , , , , , , Prelude Op. 34 (411) (POP) Publisher is unable to print the arrangement (including scores) or sell the arrangement. (Shostakovich/Reynolds), The Falls (21571)  (Galante), Puenteareas (R. Soutullo),
4, 100-Concert Band, Carrizo Springs HS, TEA:, Carrizo SPrings, Ismael Muniz,AAAA,Non-Varsity ,2020,161374, , , , , , , , , , The Streets of Madrid (John Moss), Laniakea (20752)  (Wilds), Sparks (17454)  (Balmages),
5, 100-Concert Band, Carrizo Springs HS, TEA:, Carrizo Springs," Sigifredo Sanchez / Adolfo Guzman, Lura Stevens, Ismael Mu�iz", Acc:N/A,AAAA,Varsity ,2020,161430, , , , , , , , , , Red Rock Mountain (20604)  (Galante), Infinite Hope (21578)  (Balmages), The Picadore (Andrew Balent)
6, 100-Concert Band, Carrizo Springs Junior High, TEA:, Carrizo Springs, Adolfo Guzman,CC,Varsity ,2020,161317, , , , , , , , , , Norland March (Edmondson), Egyptique (19576)  (Owens), Japanese Pictures (18467)  (Mixon),
7, 100-Concert Band, Carrizo Springs Junior High, TEA:, Carrizo Springs," Lura Stevens / Adolfo Guzman, Sigifredo Sanchez, Ismael Muniz",CC,Non-Varsity ,2020,161356, , , , , , , , , , American Spirit March (Higgins), Ghost Ship (18462)  (Story), Conviction (18460)  (Clark),
8, 100-Concert Band, Cotulla High School, TEA:, Cotulla," Jaime Martinez / Marleni Garcia Ramirez, Francisco Ramirez, Elio Ramirez",AAA,Varsity ,2020,157586, , , , , , , , , , La Banda Nascente (Sbraccia/Fennell), Prospect (247)  (La Plante), Choreography (17467)  (Sheldon),
9, 100-Concert Band, Cotulla High School, TEA:, Cotulla," Marleni Garcia Ramirez / Jaime Martinez, Francisco Ramirez, Elio Ramirez",AAA,Non-Varsity ,2020,159395, , , , , , , , , , Crosswinds March (James Swearingin), In a Quiet Place (17507)  (Calhoun), Kenya Contrasts (122)  (Himes),
