,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Anahuac Middle, TEA:, Anahuac," Joshua Cormier / Jerry Choate, Cody Cunningham",C,Varsity ,2020,157480, , , , , , , , , , Castlewood March  (Ralph and Jack Hale), Mythos (Chris Bernotas), Qin Shi's Stone Army  (Tyler Arcari ),
1, 100-Concert Band, Bridge City Middle, TEA:, Bridge City," Noelle Maldonado / Tami Goss, Will Poppe, Connor Bordelon-Ross",CC,Varsity ,2020,159590, , , , , , , , , , Newcastle March (Vinson), Appalachian Morning (17446)  (Sheldon), Sparks (17454)  (Balmages),
2, 100-Concert Band, Bridge City Middle, TEA:, Bridge City," Will Poppe / Tami Goss, Noelle Maldonado, Connor Bordelon-Ross",CC,Non-Varsity ,2020,160362, , , , , , , , , , March of the Majestics (Sheldon), Danza de Espana (19602)  (Chambers), Mythos (17491)  (Bernotas),
3, 100-Concert Band, C.O. Wilson Middle, TEA:, Nederland," Brandon Laird / Justin Hargraves, Justin Collazo",CC,Varsity ,2020,159169, , , , , , , , , , Alamo March (King), Armenian Rhapsody (Vinson), Japanese Pictures (Mixon),
4, 100-Concert Band, C.O. Wilson Midlle, TEA:, Nederland, Justin Hargraves / Brandon Laird,CC,Non-Varsity ,2020,159171, , , , , , , , , , Liberty March (Edmondson), Big Sky Round Up (Sheldon), Danza De Espana (Chambers),
5, 100-Concert Band, Central Middle School, TEA:, Nederland," Eric Rose / Jonathan Blake, Justin Collazo, Gary Janecek",CC,Varsity ,2020,159591, , , , , , , , , , Free World (K.L. King), Variations on Scarborough Fair (Custer), Pinnacle (Grice),
6, 100-Concert Band, Central Middle School, TEA:, Nederland, Jonathan Blake / Eric Rose,CC,Non-Varsity ,2020,160060, , , , , , , , , , Infinity March (James Curnow), Atlantis (Anne McGinty), Armory (Randall Standridge),
7, 100-Concert Band, Diboll Middle School, TEA:, Diboll," Ramona Elliott / Todd Dock, Jimmy Battle",CC,Non-Varsity ,2020,152698, , , , , , , , , , Genral Lee (K. L. King), Nottingham Castle (Larry Daehn), Armory (Randall D. Standridge),
8, 100-Concert Band, East Chambers Jr. High, TEA:, Winnie, Jaren Braud / Holly Cravy,C,Varsity ,2020,160182, , , , , , , , , , Cadets Cavalcade March (Compello), Courtlandt County Festival (15820)  (Owens), Night Fury (20593)  (Chambers),
9, 100-Concert Band, Groves Middle School, TEA:, Groves, Austin Wolfe / Steven Courville,CC,Varsity ,2020,158147, , , , , , , , , , The Blue Orchid (William Owens), Black Forest Overture (18180)  (Sweeney), Tanchozuru (20595)  (Standridge),
10, 100-Concert Band, Groves Middle School, TEA:, Groves, Steven Courville / Austin Wolfe,CC,Non-Varsity ,2020,158104, , , , , , , , , , Plaza de Toros (20709)  (Story), Voodoo Dance (637)  (Del Borgo), Majestica (17490)  (Gazlay),
11, 100-Concert Band, Ham-Fannett Middle, TEA:, Beaumont, Jennifer Atkinson,CC,Varsity ,2020,156822, , , , , , , , , , Summit March (Larry Clark), Ghost Ship (18462)  (Story), Shepherd s Hey (17514)  (Traditional/Roszell),
