,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Booker MS, TEA:, Booker, Patrick Pantleo,C,Varsity ,2011,61466,2,1,1,1,1,1,1,1,B, Liberty March (James Swearingen), Phantom Ship  (Del Borgo), Japanese Festival  (Hilliard),
1, 100-Concert Band, Borger HS, TEA:, Borger," Kevin Kuehler / James Carter, Nick Mears",AAA,Varsity ,2011,61563,1,1,1,1,1,1,1,1,A, Alamo March (King/ Swearingen), Our Kingsland Spring  (Hazo), Polly Oliver  (Root),
2, 100-Concert Band, Boys Ranch, TEA:, Boys Ranch, John Williams,A,Varsity ,2011,61329,2,2,2,2,3,2,3,3, , Pride Of The Regiment (Seward), In The Bleak Midwinter  (Holst/Bullock), Serengeti Dreams  (Smith),
3, 100-Concert Band, Bushland High School, TEA:, Bushland, Gregg Diamond,AA,Varsity ,2011,61833,2,1,1,1,1,1,1,1,A, Amparito Roca (Texidor/Fagan), On a Hymnsong of Philip Bliss  (Holsinger),  Arabian Dances  (Balmages),
4, 100-Concert Band, Canadian High School, TEA:, Canadian, Will Brewer / Bryce Victory,A,Varsity ,2011,61718,1,1,1,1,1,1,1,1,A, Royal Air Force March Past (Davies/Dyson),  Appalachian Morning  (Sheldon), Chant and Jubilo  (McBeth),
5, 100-Concert Band, Childress ISD, TEA:, Childress, Kyle McDonald,AA,Varsity ,2011,61758,2,2,2,2,3,3,3,3, , Cumberland Cross  (Strommen), Greenwillow Portrait  (Williams), El Capitan (march) (Sousa/ Balent),
6, 100-Concert Band, Clarendon High School, TEA:, Clarendon, Megan Boone / Scott Strobel,A,Varsity ,2011,61726,1,2,2,2,2,1,2,2, , While I Watch the Yellow Wheat  (Daehn), Cascadia Celebration  (Hodges), Seaway Festival March (John O'Reilly),
7, 100-Concert Band, Claude High School, TEA:, Claude, Shelley Thornton,A,Varsity ,2011,61281,1,1,2,1,1,1,1,1,B, March of the Paratroopers (Mark Williams), Medieval Legend  (Story), Crusade  (Gassi),
8, 100-Concert Band, Dalhart High School, TEA:, Dalhart, Rick Ball / Jim Paslay,AAA,Var-Composite ,2011,61777,1,1,1,1,1,1,2,1,A, New Forest March (Johnnie Vinson), Prospect  (La Plante), Westridge Overture  (Barnes),
9, 100-Concert Band, Dimmitt, TEA:, DIMMITT, Robert Burke,AA,Varsity ,2011,61767,3,2,2,2,4,3,3,3, , Aldergate March (Hale), The Red Balloon  (McGinty), Two Minute Symphony  (Margolis),
10, 100-Concert Band, Friona High School, TEA:, Friona," Ron McWilliams / Allison Johnston, Chris Rackley",AA,Varsity ,2011,61144,2,2,2,2,3,2,3,3, , Fort Canterbury March (Holsinger), Portrait of a Clown  (Ticheli), Two British Folk Songs  (Anon. or Trad./Del Borgo),
11, 100-Concert Band, Gruver High School, TEA:, Gruver, Sandy Cross,A,Varsity ,2011,60672,1,1,1,1,1,1,1,1,A, Knights of Dunvegan  (Meyer), Chorale Prelude: All Things Bright and Beautiful  (Smith), El Espiritu de Valencia (Robert W. Smith),
