,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Cedar Hill High School, TEA:, Cedar Hill," Peter Ward / Nhu Trinh, Rusty Wells and Anthony Vasquez",AAAAAA,Non-Varsity ,2015,99985,3,2,2,2,2,3,3,3, , Darklands March (Randall Standridge), Flight of Eagles  (Del Borgo/ ), Foundry  (Mackey/ ),
1, 100-Concert Band, Cedar Hill High School, TEA:, Cedar Hill," Peter Ward / Nhu Trinh, Rusty Wells and Anthony Vasquez",AAAAAA,Varsity ,2015,99984,1,1,1,1,2,2,3,2,1, Amparito Roca (Aubrey Winter), In the Center Ring  (Sheldon/ ), Ride  (Hazo/ ),
2, 100-Concert Band, Coppell High School, TEA:, Coppell, Brandon Slovak,AAAAAA,Sub Non-Varsity C,2015,104138,1,1,1,1,1,2,1,1,C, Prestissimo March (King), Prelude and Fugue in Bb Major  (Bach/Moehlmann)," Simple Gifts, Four Shaker Songs (play mvt 1, 2, or 4) (Ticheli/ )",
3, 100-Concert Band, Coppell High School, TEA:, Coppell, Brandon Slovak,AAAAAA,Sub Non-Varsity A,2015,104135,1,1,1,1,1,1,1,1,C, The Pathfinder of Panama (Sousa/Byrne), Earth Song  (Ticheli/ ), Colonial Airs and Dances (play mvts 1 & 5 plus one other mvt) (Jager/ ),
4, 100-Concert Band, Coppell High School, TEA:, Coppell, Doug Grice,AAAAAA,Sub Non-Varsity B,2015,103823,1,1,1,1,2,1,2,2,2, Allied Honor (King/Swearingen), Benediction  (Stevens/ ), Joy (Ticheli/ ),
5, 100-Concert Band, Coppell High School, TEA:, Coppell, Doug Grice,AAAAAA,Non-Varsity ,2015,103820,1,1,1,1,1,1,1,1,C, The Gallant Seventh (Sousa/Fennell)," English Dances, Set 1  (Arnold/Johnstone)", Chester Overture for Band  (Schuman/ ),
6, 100-Concert Band, Coppell High School, TEA:, Coppell, Scott Mason,AAAAAA,Varsity ,2015,104142,1,1,1,1,1,1,1,1,A, The Royal Welch Fuciliers (Sousa/Davis), Chaconne from Partita No. 2 for Solo Violin in D minor (Bach), J'ai ete au bal  (Grantham/ ),
7, 100-Concert Band, DeSoto High School, TEA:, DeSoto," Delton Brown / Mark Fowler, Brian Ross",AAAAAA,Varsity ,2015,104761,2,1,1,1,2,2,2,2,1," MARCH from ""Symponic Metamorphosis of Themes by Carl Maria von Weber"" (Paul Hindemith)", A Movement for Rosa  (Camphouse/ ), Machu Picchu - City in the Sky  (Yagisawa/ ),
8, 100-Concert Band, DeSoto High School, TEA:, DeSoto," Mark Fowler / Delton Brown, Brian Ross",AAAAAA,Non-Varsity ,2015,105630,2,1,2,2,1,2,2,2, , Little Champ (Ted Mesang), A Walk in the Morning Sun  (La Plante/ ), Steel  (Standridge/ ),
9, 100-Concert Band, Duncanville High School, TEA:, Duncanville, David Brandon,AAAAAA,Non-Varsity ,2015,100367,1,1,1,1,1,1,1,1,C, Fanfare and Allegro (Williams/ ), Be Thou My Vision (Gillingham), L'Inglesina (Cese),
10, 100-Concert Band, Duncanville High School, TEA:, Duncanville, George Townsend,AAAAAA,Sub Non-Varsity ,2015,103883,1,1,1,1,1,1,1,1,C, Fantasia For Band  (Giannini), Still (Balmages), National Emblem (Bagley/ Fennell),
11, 100-Concert Band, Duncanville High School, TEA:, Duncanville, Jeff King / David Brandon,AAAAAA,Varsity ,2015,103781,1,1,1,1,1,1,1,1,A, Zion  (Welcher/ ), L'isle joyeuse  (Debussy/Mashima), Marche Hongroise (),
