,Event,School,TEA,City,Directors,Conference,Classification,Year,ID,Stage Judge 1,Stage Judge 2,Stage Judge 3,Stage Final,SR Judge 1,SR Judge 2,SR Judge 3,SR Final,Award,Selection 1,Selection 2,Selection 3,oops
0, 100-Concert Band, Alvin HS, TEA:, Alvin," Chad Bowen / Lindsey Langford, Matt Bell, Andres Aya",AAAAA,Varsity ,2014,95643,2,2,1,2,3,2,2,2, , Euphoria  (Frantzen/ ), Variations on a Korean Folk Song  (Chance/ ), Bullets and Bayonets (Sousa),
1, 100-Concert Band, Alvin HS, TEA:, Alvin," Lindsey Langford / Chad Bowen, Matt Bell, Andres Aya",AAAAA,Non-Varsity ,2014,95648,1,2,2,2,1,1,1,1,2, United Nations  (King/Swearingen), Foundry  (Mackey/ ), Sundance  (Strommen/ ),
2, 100-Concert Band, Alvin HS, TEA:, Alvin, Matt Bell / Chad Bowen; Lindsey Langford,AAAAA,Sub Non-Varsity ,2014,95644,1,2,3,2,3,2,3,3, , March of the Palace Guards (Poor), In The Shining Of The Stars  (Sheldon/ ), Colliding Visions  (Balmages/ ),
3, 100-Concert Band, Angleton High School, TEA:, Angleton, Nathan Carter / Robert Fish,AAAA,Non-Varsity ,2014,94589,2,2,2,2,2,1,2,2, , Procession of the Sardar (Ivanov / Williams), In a French Garden  (Meyer/ ), Legend of Knife River  (Bulla/ ),
4, 100-Concert Band, Angleton High School, TEA:, Angleton, Nathan Carter / Robert Fish,AAAA,Varsity ,2014,94582,1,1,1,1,1,1,1,1,B, Domingo Ortega (Ledesma/Oropesa/Wiley), Lux Arumque  (Whitacre/ )," Prelude, Siciliano and Rondo  (Arnold/Paynter)",
5, 100-Concert Band, Ball High School, TEA:, Galveston, Steven Farrell / Dr. Stephen Duncan,AAAA,Non-Varsity ,2014,94269,3,2,3,3,3,3,2,3, , Allegretto from Symphony No. 7  (Beethoven/Longfield), George Washington Suite (Mike Hannickel), Colliding Visions  (Balmages/ ),
6, 100-Concert Band, Brazosport High School, TEA:, Freeport," Dennis Boucher / Heathey Hyde, Shane Rutherford, Grace Boucher",AAAA,Varsity ,2014,93272,2,2,2,2,3,3,3,3, , Desert Storm March (Ken C. Wood), Fantasy on a Fiddle Tune  (LaPlante), Themes from Green Bushes  (Grainger/Daehn),
7, 100-Concert Band, Brazosport High School, TEA:, Freeport," Heather Hyde / Dennis Boucher, Shane Rutherford",AAAA,Non-Varsity A,2014,92858,2,3,2,2,3,1,2,2, , New Forest March (Johnnie Vinson), Knights of Dunvegan  (Meyer/ ), A Sailor's Odyssey  (Bobrowitz/ ),
8, 100-Concert Band, Brazoswood High School, TEA:, Clute," Benjamin Alaniz / Brian Casey, Jason Connell, Martin Montoya",AAAAA,Sub Non-Varsity ,2014,96131,1,1,1,1,1,1,2,1,C, Hosts of Freedom (King/Paynter), Fantasy on an Early American Marching Tune  (Sheldon/ ), Variations  (Hull/ ),
9, 100-Concert Band, Brazoswood High School, TEA:, Clute, Brian Casey,AAAAA,Varsity ,2014,96286,1,1,1,1,1,1,1,1,A, Angels in the Architecture  (Ticheli/ ), A Man For All Seasons (Martin Ellerby), March from Symphonic Metamorphosis of Themes by Carl Maria von Weber (Paul Hindemith/Keith Wilson),
